phases,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li In Si O F,21,5.9,74.1,1.0,6.1,1.6,True
Li Al P S N,21,28.8,22.7,2.0,7.6,3.8,False
Li Sn S N Cl,21,28.8,,,5.5,1.2,True
Ba Li Se N O,21,46.0,,,12.6,15.2,True
K Li Se Cl O,21,46.0,,,13.1,17.4,True
Ba Li Y O F,21,5.9,43.3,1.0,25.5,27.6,False
Li B Sb O F,21,5.9,102.4,0.0,5.8,2.4,True
Li Al W O F,21,5.9,13.6,3.0,9.8,7.6,False
Li Y S Cl O,21,34.9,,,11.8,15.4,True
Li In Sn Cl O,21,32.5,13.3,1.0,6.3,1.8,True
Li P Br N O,21,44.4,,,5.8,2.0,True
Li Ca Y Cl O,21,32.5,9.6,1.0,25.1,27.0,False
Li Ti P S Cl,21,1.8,54.8,1.0,8.7,7.8,False
Li Si S Br F,21,52.9,,,6.0,3.8,True
Li Ge Se S Cl,21,10.2,,,5.4,2.4,False
Li Zn S I O,21,63.5,,,6.1,4.4,True
Li Ga P S O,21,34.9,38.2,2.0,5.9,2.2,False
Li Zn Se S Cl,21,10.2,,,6.4,4.4,True
Li Zn Ge S Cl,21,1.8,14.3,2.0,6.6,2.6,False
Li V P Cl O,21,32.5,41.4,0.0,8.5,7.4,False
Li Mg P Br O,21,44.4,56.4,3.0,6.4,3.4,False
Li Mg Sb S Br,21,7.1,3.6,1.0,6.3,3.6,False
Li P Se S I,21,21.2,,,5.7,3.0,False
Li Zn P S I,21,21.2,60.0,3.0,6.0,2.8,False
Li Te P Cl F,21,73.9,,,7.0,4.4,True
Li Te P Br O,22,64.3,,,6.0,3.2,True
Li Si Se Cl O,22,46.0,,,5.4,2.8,True
Li Ca Sn N O,22,4.8,37.3,2.0,14.2,16.0,False
Li Si P O F,22,5.9,1.9,1.0,5.6,1.8,False
Li Al Se S Br,22,8.2,,,5.8,3.4,True
Li Ga S Cl O,22,34.9,,,6.0,3.8,True
Li Sb Br O F,22,52.9,,,7.4,5.2,True
K Li Ti N O,22,4.8,78.5,3.0,21.4,23.6,False
Li Zr In N O,22,4.8,9.3,1.0,11.5,10.0,False
Li Al Zn S Br,22,7.1,30.4,1.0,7.6,3.6,False
Li V N Cl O,22,32.5,,,8.5,7.2,True
Li Zn B N O,22,4.8,114.6,1.0,8.0,4.2,True
Li Mg Zn S Br,22,7.1,2.3,0.0,8.5,4.6,False
Li Zn Ge Se S,22,8.2,14.3,2.0,7.0,3.0,False
Li Ge Te S Cl,22,24.0,,,5.4,2.2,False
Li In B S O,22,34.9,129.3,0.0,5.8,1.4,True
Li Ti N O F,22,10.9,,,9.0,8.0,False
Li Al P I O,22,63.5,22.7,2.0,5.7,2.2,False
Li Zn Ge Cl O,22,32.5,14.3,2.0,6.7,2.8,True
Ba Li Zr N O,22,4.8,73.3,2.0,21.2,23.2,False
Li Ti S O F,22,42.9,,,9.0,9.6,False
Li Al Te S N,22,56.8,,,6.6,2.8,False
Li Sb N O F,22,10.9,,,6.2,2.8,True
Li Te P S I,22,21.8,,,5.7,2.8,False
Li Al Si Se Cl,22,10.2,25.0,1.0,6.2,1.8,False
Li P S I O,22,63.5,,,5.8,3.4,True
Li B Te P O,22,64.3,34.1,2.0,5.9,2.0,True
Li Al N Cl O,22,32.5,,,6.1,2.4,True
Li Ti B S O,23,34.9,107.7,1.0,8.7,7.2,False
Li Ge P S Cl,23,1.8,40.0,1.0,5.4,1.2,False
Li Zr In S O,23,34.9,9.3,1.0,9.9,8.4,False
Li Al Si Se O,23,46.0,25.0,1.0,6.2,1.8,False
Sr Li Al S O,23,34.9,95.6,1.0,13.7,15.6,False
Li B Se O F,23,54.6,,,5.8,3.2,True
Li In S Br O,23,44.4,,,5.7,3.4,True
Ba Li Sn S O,23,34.9,79.5,2.0,12.8,14.8,False
Li Al Se S N,23,39.4,,,6.4,2.6,False
Ba Li Al Te O,23,64.3,120.7,1.0,14.2,16.2,False
Li Mg Se S Br,23,8.2,,,6.3,4.4,True
Li Al P N Cl,23,26.5,22.7,2.0,7.4,3.6,True
Li Ge Te Se S,23,21.8,,,5.8,2.6,False
Sr Li Cl O F,23,40.3,,,13.4,17.8,True
Li Mg B S O,23,34.9,109.8,1.0,6.5,2.8,True
Li Ti B O F,23,5.9,107.7,1.0,9.0,7.6,False
Li Ti Al S N,23,28.8,26.2,1.0,11.9,10.2,False
Sr Li Al N O,23,4.8,95.6,1.0,15.3,17.2,False
Li Mg Si O F,23,5.9,59.3,2.0,6.8,3.0,False
Li Al Si Te S,23,21.8,25.0,1.0,6.6,2.2,False
Li Ge Te Cl O,23,64.3,,,5.5,2.4,True
Li Ti Si Cl O,23,32.5,57.7,0.0,8.8,7.2,False
Li Sb S I O,23,63.5,,,6.2,3.8,False
Li Mg Zn Br O,23,44.4,2.3,0.0,8.6,4.8,False
Li B P Se O,23,46.0,34.1,2.0,5.7,1.8,True
Li Mg Te S Br,23,21.8,,,6.3,4.2,False
Ba Li Zr O F,23,5.9,73.3,2.0,19.9,22.0,False
Li Sn P S I,23,21.2,50.9,1.0,5.1,1.0,False
Li Ga P Se O,23,46.0,38.2,2.0,6.1,2.4,False
Ba Li Sn N O,23,4.8,79.5,2.0,14.4,16.4,True
Li Si P N Cl,23,26.5,1.9,1.0,6.7,2.6,False
Li Ca V Cl O,23,32.5,46.6,3.0,18.5,20.4,False
Li Ca Al Te S,23,21.8,68.9,1.0,14.2,16.0,False
Ba Li S Br O,23,44.4,,,12.3,16.6,True
Li Al B Te O,24,64.3,64.6,0.0,6.4,2.2,False
Li Al Zn I O,24,63.5,30.4,1.0,7.5,3.6,False
K Li Si O F,24,5.9,181.5,3.0,13.3,15.6,True
Li Ti B N O,24,4.8,107.7,1.0,10.3,8.8,True
Li Al P S Br,24,7.1,22.7,2.0,5.8,2.2,False
K Li B S O,24,34.9,270.7,2.0,13.0,15.4,True
K Li Sn Cl O,24,32.5,83.1,3.0,13.5,15.8,True
Li Sn S O F,24,42.9,,,5.8,3.2,True
Li Sn Se S Cl,24,10.2,,,5.5,2.6,False
Li Zn Br N O,24,44.4,,,6.3,3.0,True
Li Si S N O,24,34.9,,,5.3,1.2,True
Li Al Te S Br,24,21.8,,,5.8,3.2,False
K Li Si S O,24,34.9,181.5,3.0,13.0,15.2,False
Li In Si S N,24,28.8,74.1,1.0,7.6,3.0,False
Li Ti B S Cl,24,1.8,107.7,1.0,8.7,7.2,False
Li Ti Br O F,24,52.9,,,9.6,10.4,True
Li Sn Ge Se S,24,8.2,7.8,0.0,6.1,1.2,False
Li Ca Al Se S,24,8.2,68.9,1.0,14.0,15.8,False
Li Si Sn Cl O,24,32.5,53.7,0.0,5.6,0.8,True
Li Ge Sb Cl O,24,32.5,7.8,1.0,5.5,1.8,True
Li Mg S N O,24,34.9,,,6.5,3.2,True
K Li Zn N O,24,4.8,72.7,1.0,16.8,19.0,True
Li Sn Ge S Cl,24,1.8,7.8,0.0,5.7,0.8,False
Li Ca Zr O F,25,5.9,32.6,2.0,19.7,21.6,False
Li Ca Y O F,25,5.9,9.6,1.0,25.3,27.2,False
Li B Te N O,25,64.3,,,5.9,1.8,True
Li Al Sn S N,25,28.8,23.0,1.0,8.2,3.8,False
Li Sn P Cl F,25,40.3,50.9,1.0,6.4,2.6,True
Ba Li W Cl O,25,32.5,94.3,4.0,18.1,20.2,False
Li Si P S F,25,42.9,1.9,1.0,5.5,1.6,False
Li Mg In Se O,25,46.0,9.3,1.0,7.7,3.8,False
Li Zr B Cl O,25,32.5,109.8,1.0,9.0,7.8,True
Li Zn B S F,25,42.9,114.6,1.0,6.6,2.8,True
Li Ca P Se O,25,46.0,107.3,3.0,12.4,15.0,False
Li Mg In Te O,25,64.3,9.3,1.0,7.9,4.0,False
Li Mo S Cl O,25,34.9,,,8.3,8.4,True
Li Mg Ge S O,25,34.9,11.7,2.0,6.7,2.8,False
Ba Li Al Se O,25,46.0,120.7,1.0,14.0,16.0,False
Li Y In N O,25,4.8,10.6,0.0,14.3,15.6,False
Li Ti S Br Cl,25,9.0,,,9.2,10.0,False
Li Al S N F,25,42.9,,,6.2,2.4,True
Li Mg Ga Se S,25,8.2,13.2,1.0,8.1,4.2,False
Ba Li Si S F,25,42.9,175.9,2.0,12.6,14.6,False
Li Ca Si S F,25,42.9,111.1,2.0,12.4,14.2,False
Li Mg Ga Te S,25,21.8,13.2,1.0,8.3,4.4,False
Li Ti S Cl F,25,42.9,,,9.6,10.4,True
Li Ca Te P O,25,64.3,107.3,3.0,12.6,15.2,False
Li Si P I O,25,63.5,1.9,1.0,5.0,1.2,False
Li Al B Se O,25,46.0,64.6,0.0,6.2,2.0,True
Ba Li Si Br O,25,44.4,175.9,2.0,12.3,14.4,False
Li V Br Cl O,26,44.4,,,9.1,9.6,True
Li Sb P N Cl,26,26.5,50.9,2.0,6.9,3.0,True
Li Ge S N O,26,34.9,,,5.4,1.0,True
Li Y In S O,26,34.9,10.6,0.0,12.7,14.0,False
Li Sn B O F,26,5.9,102.4,1.0,5.8,1.2,True
Li In P O F,26,5.9,70.9,2.0,6.1,2.4,True
K Ba Li Te O,26,64.3,2.0,1.0,27.6,29.8,False
Ba Li In Te O,26,64.3,58.5,1.0,13.8,15.8,False
Li Sn Br O F,26,52.9,,,6.4,4.0,True
Li Ge Se Cl O,26,46.0,,,5.5,2.6,True
Li In Si S Cl,26,1.8,74.1,1.0,5.8,1.2,False
K Li In Te O,26,64.3,61.7,2.0,14.4,16.6,False
Li Al Zn N Cl,26,26.5,30.4,1.0,9.4,5.4,True
Li Zr In Cl O,26,32.5,9.3,1.0,10.0,8.6,False
Li Ca P Se Cl,26,10.2,107.3,3.0,12.4,15.0,False
Li Ca B S O,26,34.9,178.0,1.0,12.2,14.2,True
Li Sn S I O,26,63.5,,,5.2,2.6,True
Li Si Mo Cl O,26,32.5,43.5,2.0,8.3,6.2,False
Li Sn N O F,26,10.9,,,5.8,1.6,True
Li Ca Te P Cl,26,24.0,107.3,3.0,12.6,15.2,False
Li B S Br O,26,44.4,,,5.4,3.0,True
Li In Si Br O,26,44.4,74.1,1.0,5.7,1.2,True
Cs Li Al S O,26,34.9,168.1,2.0,14.8,17.0,True
Li B Sb N O,26,4.8,102.4,0.0,6.5,2.4,True
Li Sb P O F,26,5.9,50.9,2.0,6.4,3.0,True
Li Al Si Se S,26,8.2,25.0,1.0,6.4,2.0,False
Li La Al S O,26,34.9,73.6,0.0,12.0,12.2,False
K Li Zr Cl O,26,32.5,76.7,3.0,20.3,22.6,False
Li Mg Sb Br O,26,44.4,3.6,1.0,6.4,3.8,False
Li Zn P O F,26,5.9,60.0,3.0,6.7,3.6,True
Li Ca Zr N O,27,4.8,32.6,2.0,21.0,22.8,False
Li Al Si N F,27,10.9,25.0,1.0,7.8,3.4,False
Li Al Zn Se O,27,46.0,30.4,1.0,8.0,4.0,False
Li W Cl O F,27,40.3,,,9.2,9.4,True
Li Zn S Br F,27,52.9,,,7.1,5.6,True
Li Y In Cl O,27,32.5,10.6,0.0,12.8,14.2,False
Li Sn P Br O,27,44.4,50.9,1.0,5.4,1.4,True
K Li Y Cl O,27,32.5,46.2,2.0,25.9,28.2,False
Li Ti S Br O,27,44.4,,,8.6,9.2,False
Li Ti Ge S O,27,34.9,10.6,0.0,8.9,7.2,False
Li Mg Te Br O,27,64.3,,,6.4,4.4,False
K Li P O F,27,5.9,176.4,4.0,13.3,16.4,True
K Li P O F,27,5.9,176.4,4.0,13.3,16.4,True
Li Si I N O,27,63.5,,,5.0,1.0,True
Li Al Ge Se O,27,46.0,14.1,1.0,6.4,2.0,False
Li Ca P Se S,27,8.2,107.3,3.0,12.6,15.2,False
Li Ti Al I O,27,63.5,26.2,1.0,9.8,8.2,False
Li Te P O F,27,73.9,,,6.4,3.6,True
Li B Se N O,27,46.0,,,5.7,1.6,True
Li Al Ge Te O,27,64.3,14.1,1.0,6.6,2.2,False
Li Ca S Br O,27,44.4,,,12.1,16.2,True
Li Zn Se Cl O,27,46.0,,,6.5,4.6,True
K Li S Br O,27,44.4,,,12.9,17.4,True
Li B P S F,27,42.9,34.1,2.0,5.7,1.8,True
Li Ca Zr S O,27,34.9,32.6,2.0,19.4,21.2,False
Sr Li S Cl O,27,34.9,,,12.4,16.6,True
Li P I Cl O,27,63.5,,,6.6,4.4,True
Li V B Cl O,27,32.5,89.6,2.0,8.5,6.8,True
Sr Li N Cl O,27,32.5,,,12.4,15.0,True
Li V In S O,27,34.9,20.9,2.0,9.4,7.4,False
Li Ti Br N O,27,44.4,,,8.6,7.6,True
Li Zn In O F,28,5.9,6.8,1.0,7.7,3.8,True
Li Si Ge N O,28,4.8,42.6,0.0,7.0,2.0,False
K Li In Se O,28,46.0,61.7,2.0,14.2,16.4,True
Li Al Zn Se Cl,28,10.2,30.4,1.0,8.0,4.0,False
Li Ca Zn S F,28,42.9,29.5,0.0,14.6,16.4,False
Li Zn I Cl O,28,63.5,,,6.9,5.4,True
Li Al Sn S Br,28,7.1,23.0,1.0,6.2,1.8,False
Li Y Al S Cl,28,1.8,54.1,0.0,13.1,14.4,False
Li Ca In Te O,28,64.3,21.3,1.0,13.6,15.4,False
Li Zr P Cl O,28,32.5,56.4,1.0,9.0,8.4,True
Li Al Sb I O,28,63.5,23.0,0.0,5.7,2.6,True
Li Ca Y N O,28,4.8,9.6,1.0,26.6,28.4,False
Li Ca Si Br O,28,44.4,111.1,2.0,12.1,14.0,False
Li Ca S I O,28,63.5,,,11.9,16.0,False
Li Zr Br Cl O,28,44.4,,,9.6,10.6,True
Ba Sr Li Cl O,28,32.5,12.9,0.0,26.5,28.6,False
Li Al Te Se O,28,64.3,,,6.2,3.6,True
Li Sb P S F,28,42.9,50.9,2.0,6.3,2.8,False
Li Y B Cl O,28,32.5,153.7,0.0,11.8,13.4,True
Li Zn P N Cl,28,26.5,60.0,3.0,7.8,4.4,True
Li Sb S Br F,28,52.9,,,7.2,5.0,True
Li Te P N Cl,28,56.8,,,6.3,2.4,True
Li P Se O F,28,54.6,,,6.4,3.8,True
Li P Se N Cl,28,39.4,,,6.1,2.2,True
Li Mg Ga S O,28,34.9,13.2,1.0,7.7,3.8,False
Li B Sb S F,28,42.9,102.4,0.0,5.7,2.2,True
Li Mg Ga S O,28,34.9,13.2,1.0,7.7,3.8,False
Ba Li Zn S Cl,28,1.8,69.3,0.0,14.6,16.6,False
Li Ca Sb S F,28,42.9,37.3,1.0,12.4,15.4,False
Li W N Cl O,28,32.5,,,8.2,6.6,True
Li Mg Ga S O,28,34.9,13.2,1.0,7.7,3.8,False
Li Al N O F,28,10.9,,,6.3,2.6,False
Li Ca V O F,29,5.9,46.6,3.0,18.7,20.6,False
Li Zr Al Br O,29,44.4,27.4,1.0,10.2,8.8,False
K Li Te N O,29,64.3,,,13.4,16.2,True
Li Ga P Cl O,29,32.5,38.2,2.0,6.0,2.4,True
Li Sb Br N O,29,44.4,,,5.8,2.4,True
Li Al P Se N,29,39.4,22.7,2.0,7.8,4.0,False
Li Ge P N O,29,4.8,40.0,1.0,6.8,2.4,True
Li B Te S F,29,73.9,,,5.7,2.8,True
Li Mg Si N O,29,4.8,59.3,2.0,8.1,4.2,False
Li Si B Br O,29,44.4,31.7,1.0,5.2,0.8,True
Li Mg B Te O,29,64.3,109.8,1.0,6.9,3.2,False
Li V In N O,29,4.8,20.9,2.0,11.0,9.0,True
Li Ti S N Cl,29,28.8,,,8.7,7.6,False
Li Al Si S I,29,21.2,25.0,1.0,5.6,1.2,False
Ba Li Zr S O,29,34.9,73.3,2.0,19.6,21.6,False
Li Zn In S N,29,28.8,6.8,1.0,9.2,5.2,False
Li Ca Te P S,29,21.8,107.3,3.0,12.8,15.4,False
Li Ga Te P O,29,64.3,38.2,2.0,6.3,2.6,False
Li B P Br O,29,44.4,34.1,2.0,5.4,1.6,True
Li Al Te P N,29,56.8,22.7,2.0,8.0,4.2,False
Li Mg Si S O,29,34.9,59.3,2.0,6.5,2.6,False
Li P S Br F,29,52.9,,,6.8,4.6,True
Li Ta Al Cl O,29,32.5,21.5,2.0,10.1,8.4,False
Li Sc Al Cl O,29,32.5,31.1,0.0,10.5,9.2,False
K Li Ti O F,29,5.9,78.5,3.0,20.1,22.4,False
Li Al Te I O,29,64.3,,,5.7,3.2,True
Li Sn Ge Cl O,29,32.5,7.8,0.0,5.8,1.0,True
Ba Li W N O,29,4.8,94.3,4.0,19.6,21.6,False
Ba Li Y S O,29,34.9,43.3,1.0,25.2,27.2,False
Li Zn P S F,29,42.9,60.0,3.0,6.6,3.4,True
K Li Si Br O,29,44.4,181.5,3.0,12.9,15.2,True
Ba Li In Se O,29,46.0,58.5,1.0,13.6,15.6,False
K Ba Li Se O,29,46.0,2.0,1.0,27.4,29.6,False
Li Al Se I O,30,63.5,,,5.7,3.4,True
Li Sn P N Cl,30,26.5,50.9,1.0,6.9,2.6,True
Li Y Br Cl O,30,44.4,,,12.4,16.2,True
Li B Se S F,30,54.6,,,5.7,3.0,True
Li Ca In Se O,30,46.0,21.3,1.0,13.4,15.2,False
K Li Sb N O,30,4.8,83.1,2.0,14.0,16.8,True
Ba Li Ti S Cl,30,1.8,75.0,2.0,19.2,21.2,False
K Li Si S Cl,30,1.8,181.5,3.0,13.0,15.2,False
Li Ga S N O,30,34.9,,,5.9,2.0,True
Li Ca Si S N,30,28.8,111.1,2.0,14.0,15.8,False
Li Nb Al S O,30,34.9,21.5,2.0,9.9,8.0,False
Li Mg In Te S,30,21.8,9.3,1.0,8.1,4.2,False
Li Ca Ti S Cl,30,1.8,33.9,2.0,19.0,20.8,False
Li Ca W Cl O,30,32.5,48.7,4.0,17.9,19.8,False
Li Al Te Se Cl,30,24.0,,,6.2,3.6,True
Li In Mo S O,30,34.9,21.3,3.0,9.2,7.0,True
Li Si N Cl F,30,40.3,,,6.2,2.4,False
Li Mg Zr Cl O,30,32.5,0.0,2.0,11.4,10.0,False
Li Mg Sn Br O,30,44.4,3.6,2.0,6.8,3.0,False
Li Zn In S Cl,30,1.8,6.8,1.0,7.4,3.4,False
Li La S Cl O,30,34.9,,,10.7,13.2,True
K Li Ca Te O,30,64.3,33.3,1.0,27.2,29.4,False
Li Mg B Se O,30,46.0,109.8,1.0,6.7,3.0,False
Li Mg In Se S,30,8.2,9.3,1.0,7.9,4.0,False
Li Mg Ge Se O,30,46.0,11.7,2.0,6.9,3.0,False
Li Zr P S Cl,30,1.8,56.4,1.0,8.9,8.2,False
Li Ti Al N Cl,30,26.5,26.2,1.0,11.7,10.0,False
Li Ca Te S F,30,73.9,,,12.4,16.0,False
Li Ca Te S F,30,73.9,,,12.4,16.0,False
Li Mg Sn S Br,30,7.1,3.6,2.0,6.7,2.8,False
Li Sb I Cl O,30,63.5,,,7.0,4.8,True
Li Si S Br N,30,37.9,,,5.1,1.0,False
Li Al Ge Se S,30,8.2,14.1,1.0,6.6,2.2,False
Li Al Sb N Cl,30,26.5,23.0,0.0,7.0,3.2,True
Ba Li S I O,30,63.5,,,12.1,16.4,True
K Li Ti S O,30,34.9,78.5,3.0,19.8,22.0,False
Sr Li Ca Cl O,30,32.5,15.8,0.0,26.2,28.2,False
Li In Sb S N,30,28.8,13.3,0.0,7.0,3.0,False
Li Al Zn Se S,30,8.2,30.4,1.0,8.2,4.2,False
Ba Li P S Cl,30,1.8,170.9,3.0,12.4,15.2,False
Li Sn P O F,30,5.9,50.9,1.0,5.8,1.8,True
Li Zn S N O,30,34.9,,,6.4,3.0,True
Li Ca S N Cl,31,28.8,,,12.2,14.6,True
Ba Li Sb S Cl,31,1.8,79.5,1.0,12.4,15.6,False
Li In P S N,31,28.8,70.9,2.0,7.4,3.4,False
Ba Li Te P O,31,64.3,170.9,3.0,12.8,15.6,False
Li V S Cl F,31,42.9,,,9.3,9.8,True
Li In Te S N,31,56.8,,,6.4,2.4,False
Li Al Te N Cl,31,56.8,,,6.4,2.6,True
K Li Zn S O,31,34.9,72.7,1.0,15.2,17.4,True
Li Al P N F,31,10.9,22.7,2.0,7.6,3.8,False
Li In Si Te O,31,64.3,74.1,1.0,6.2,1.6,False
Li Sn B N O,31,4.8,102.4,1.0,7.1,2.4,True
Ba Li Mo S O,31,34.9,92.3,4.0,18.2,20.2,False
Li In Sb O F,31,5.9,13.3,0.0,6.1,2.8,True
Li Ge P Se Cl,31,10.2,40.0,1.0,5.6,1.4,False
Li Si P S O,31,34.9,1.9,1.0,5.3,1.4,False
Li Zn P I O,31,63.5,60.0,3.0,6.1,3.0,True
Li Si P Br F,31,52.9,1.9,1.0,6.0,2.4,False
Li Sn S Br F,31,52.9,,,6.2,3.8,True
Ba Li S N Cl,31,28.8,,,12.4,15.0,True
Li Si Te P Cl,31,24.0,1.9,1.0,5.7,1.8,False
Li Mg P S Br,31,7.1,56.4,3.0,6.3,3.2,False
Li Al Ge Te S,31,21.8,14.1,1.0,6.8,2.4,False
Ba Li Si S N,31,28.8,175.9,2.0,14.2,16.2,False
Li Al B Se S,31,8.2,64.6,0.0,6.4,2.2,False
Li Al Te Se S,31,21.8,,,6.4,3.8,False
Li Ca P S F,31,42.9,107.3,3.0,12.4,15.0,False
Li In Te O F,31,73.9,,,6.1,3.4,True
Li Zr N O F,31,10.9,,,9.2,8.4,True
Ba Li Mg Te O,31,64.3,73.3,0.0,15.2,17.2,False
Li Te P S F,31,73.9,,,6.3,3.4,False
Li Ti I Cl O,31,63.5,,,9.2,10.0,True
Li Ca Se S F,31,54.6,,,12.4,16.2,False
K Li Y N O,31,4.8,46.2,2.0,27.4,29.6,True
Ba Li P Br O,31,44.4,170.9,3.0,12.3,15.2,True
Ba Li Te S Cl,31,24.0,,,12.4,16.2,True
Li In Sb S Cl,31,1.8,13.3,0.0,5.8,2.4,True
Li Y N O F,31,10.9,,,12.0,14.0,True
Ba Li V O F,31,5.9,91.6,3.0,18.9,21.0,False
K Li Zn O F,31,5.9,72.7,1.0,15.5,17.8,True
Li V In Cl O,31,32.5,20.9,2.0,9.5,7.6,True
Li Sn Se Cl O,31,46.0,,,5.6,2.8,True
Li P Se S F,31,54.6,,,6.3,3.6,False
Li Sn B S F,31,42.9,102.4,1.0,5.7,1.0,True
Li Ca Y S O,32,34.9,9.6,1.0,25.0,26.8,False
Li In Si Te S,32,21.8,74.1,1.0,6.4,1.8,False
Li Zn Ga Cl O,32,32.5,15.8,1.0,7.7,3.8,True
Ba Li Zn Br O,32,44.4,69.3,0.0,14.5,16.6,False
Li Mg Zn O F,32,5.9,2.3,0.0,9.0,5.2,False
Li Al Te P Br,32,13.7,22.7,2.0,6.2,2.6,False
Li Y Mg Cl O,32,32.5,20.9,1.0,14.2,15.6,False
Li Mg P N O,32,4.8,56.4,3.0,7.9,4.6,True
Li Ge Te P Se,32,12.5,40.0,1.0,6.2,2.0,False
K Li Ca Se O,32,46.0,33.3,1.0,27.0,29.2,False
Li P I N O,32,63.5,,,5.6,1.8,True
Li Al Sn Se O,32,46.0,23.0,1.0,6.6,2.2,False
K Li Mg S O,32,34.9,76.7,1.0,15.4,17.6,False
Li W S Cl O,32,34.9,,,8.2,8.2,True
Li In P Br O,32,44.4,70.9,2.0,5.7,2.0,True
Li Zr S O F,32,42.9,,,9.2,10.0,True
Li Mg Ge Te O,32,64.3,11.7,2.0,7.1,3.2,False
Li V S Br O,32,44.4,,,8.3,8.6,True
Li Y P Cl O,32,32.5,89.1,2.0,11.8,14.0,True
Li Zr B O F,32,5.9,109.8,1.0,9.2,8.0,True
Li Ca Mg Se O,32,46.0,32.6,0.0,14.8,16.6,False
Li Ca Mg Te O,32,64.3,32.6,0.0,15.0,16.8,False
Li Ti In O F,32,5.9,10.4,1.0,10.0,8.4,False
Li Mg V Cl O,32,32.5,10.6,3.0,10.9,9.0,False
Li Zr Al S F,32,42.9,27.4,1.0,10.5,9.0,False
Li Mo P Cl O,32,32.5,40.9,1.0,8.3,7.0,True
Li Mg Ti S Cl,32,1.8,1.0,2.0,11.1,9.4,False
K Li Se N O,32,46.0,,,13.2,16.0,True
Li Sb P I O,32,63.5,50.9,2.0,5.8,2.4,False
Li Ga Si S Cl,32,1.8,40.7,1.0,5.9,1.4,False
Li Ge Te P Cl,32,24.0,40.0,1.0,5.8,1.6,False
Li Ca P Br O,32,44.4,107.3,3.0,12.1,14.8,False
Li V S Br Cl,33,9.0,,,8.9,9.4,False
Li Sn P S F,33,42.9,50.9,1.0,5.7,1.6,False
Li Al In Te S,33,21.8,39.3,0.0,7.6,3.2,False
Li In P S Cl,33,1.8,70.9,2.0,5.8,2.0,False
Li In Se O F,33,54.6,,,6.1,3.6,True
Li Mg Zn S O,33,34.9,2.3,0.0,8.7,4.8,False
Ba Li V N O,33,4.8,91.6,3.0,20.2,22.2,False
Ba Li Si I O,33,63.5,175.9,2.0,12.1,14.2,False
Li P S N O,33,34.9,,,5.9,2.0,True
Li Si B S N,33,28.8,31.7,1.0,7.1,2.6,True
Li Zr S Br Cl,33,9.0,,,9.4,10.4,True
K Li Te O F,33,73.9,,,13.3,17.4,True
Li Te P I O,33,64.3,,,5.8,3.0,False
Ba Li Se S Cl,33,10.2,,,12.4,16.4,True
Li Y Al Br O,33,44.4,54.1,0.0,13.0,14.4,False
Li B Sb Br O,33,44.4,102.4,0.0,5.4,2.0,True
Li Mg Si S F,33,42.9,59.3,2.0,6.7,2.8,False
Li Al Zn S I,33,21.2,30.4,1.0,7.4,3.4,False
Li Zn Si Cl F,33,40.3,63.0,2.0,7.3,3.6,True
Li Mg P Se Br,33,1.1,56.4,3.0,6.5,3.4,False
Li V B S O,33,34.9,89.6,2.0,8.4,6.6,True
Ba Li B S O,33,34.9,263.4,1.0,12.4,14.6,True
Li Al Sn Se Cl,33,10.2,23.0,1.0,6.6,2.2,False
Sr Li In N O,33,4.8,40.4,1.0,14.9,16.8,True
Ba Li Mg Se O,33,46.0,73.3,0.0,15.0,17.0,False
K Li P S O,33,34.9,176.4,4.0,13.0,16.0,False
Li Al Se N Cl,33,39.4,,,6.2,2.4,True
Ba Sr Li O F,33,5.9,12.9,0.0,26.7,28.8,False
Li Al P Se Br,33,1.1,22.7,2.0,6.0,2.4,False
Li Ti S N O,33,34.9,,,8.7,7.6,True
Li Al Ga Te O,33,64.3,12.6,0.0,7.6,3.2,False
K Li Sn N O,33,4.8,83.1,3.0,15.0,17.2,True
Li Zn S I Cl,33,23.4,,,6.7,5.2,True
Li Ge Sb N O,33,4.8,7.8,1.0,6.4,2.0,True
Ba Li P Se O,33,46.0,170.9,3.0,12.6,15.4,True
Li Mg B Se S,33,8.2,109.8,1.0,6.9,3.2,False
Li Sn Br N O,33,44.4,,,5.4,1.2,True
Li Al Sb S I,33,21.2,23.0,0.0,5.6,2.4,False
Li Zr Si Cl O,33,32.5,59.3,0.0,9.0,7.6,False
Li Ca Si I O,33,63.5,111.1,2.0,11.9,13.8,False
Cs Li S Cl O,33,34.9,,,13.5,18.0,True
Li Al In Se S,34,8.2,39.3,0.0,7.4,3.0,False
K Li V Cl O,34,32.5,95.5,4.0,19.3,21.6,True
Li In Sn O F,34,5.9,13.3,1.0,6.5,2.0,True
Li Sb S Br N,34,37.9,,,5.7,2.2,False
K Li Te S O,34,64.3,,,13.0,17.0,True
Li Ca V N O,34,4.8,46.6,3.0,20.0,21.8,True
Li Al B Te S,34,21.8,64.6,0.0,6.6,2.4,False
Ba Sr Li N O,34,4.8,12.9,0.0,28.0,30.0,True
Li P S I Cl,34,23.4,,,6.4,4.2,False
Sr Li In S O,34,34.9,40.4,1.0,13.3,15.2,True
K Li Sb S O,34,34.9,83.1,2.0,13.0,16.4,True
Li Ca V S O,34,34.9,46.6,3.0,18.4,20.2,False
