phases,magpie,mat2vec,pareto_magpie_mat2vec,anion radii diff %,cation radii diff %,cation charge diff,distance from LSSI,distance from LSGSI,Predicted_Order?
Li V Sn Cl O,0.173,0.358,83,32.5,6.8,1.0,8.9,7.0,True
Li Al In O F,0.337,0.284,83,5.9,39.3,0.0,7.3,3.0,False
Sr Li Ge N O,0.195,0.343,83,4.8,71.4,2.0,14.1,16.0,True
Li Al In S F,0.287,0.29,83,42.9,39.3,0.0,7.2,2.8,False
Li B Te Se Br,0.124,0.539,83,13.7,,,5.5,2.6,False
Li Mo P I O,0.216,0.331,83,63.5,40.9,1.0,7.9,6.6,True
Li Sn B N F,0.176,0.357,83,10.9,102.4,1.0,7.3,2.6,True
Cs Li Si S Cl,0.274,0.296,83,1.8,235.2,3.0,13.4,15.6,False
Li Ca V Se Cl,0.144,0.439,83,10.2,46.6,3.0,18.6,20.4,False
Li Ti P Se Br,0.132,0.501,83,1.1,54.8,1.0,8.7,7.8,False
Li Mo W N O,0.404,0.281,83,4.8,1.1,0.0,15.4,13.2,False
Li La S I O,0.262,0.305,83,63.5,,,10.3,12.8,True
Sr Li Ca Br O,0.197,0.34,83,44.4,15.8,0.0,26.0,28.0,False
Li Nb V Cl O,0.238,0.316,83,32.5,5.5,0.0,14.8,13.0,False
Li Si Sb Br F,0.151,0.422,83,52.9,53.7,1.0,6.0,2.8,False
Li B W S Cl,0.211,0.334,83,1.8,87.0,3.0,8.1,6.0,True
Li P I N Cl,0.181,0.351,83,56.1,,,6.2,2.6,True
Ba Li Sn Se Cl,0.169,0.376,83,10.2,79.5,2.0,13.0,15.0,False
Li Ca Zn Se Br,0.128,0.519,83,1.1,29.5,0.0,14.4,16.2,False
Li Ta Br O F,0.264,0.301,83,52.9,,,9.5,10.2,True
Ba Li Al Se N,0.243,0.312,83,39.4,120.7,1.0,15.8,17.8,False
Li La Sb S O,0.325,0.286,83,34.9,41.2,0.0,10.6,12.0,False
Li Ti S I Br,0.15,0.423,83,21.2,,,8.8,9.6,False
Li Ge Te Se N,0.125,0.537,83,56.8,,,6.2,1.8,False
Ba Li Sn Se Cl,0.169,0.376,83,10.2,79.5,2.0,13.0,15.0,False
Li Sb Te S I,0.127,0.533,83,21.8,,,6.1,3.2,False
Li In P N F,0.242,0.315,83,10.9,70.9,2.0,7.4,3.4,True
Cs Li W O F,0.491,0.275,83,5.9,136.1,5.0,19.3,21.6,False
Li Mg Sc S Cl,0.141,0.443,83,1.8,2.9,1.0,11.4,10.0,False
Li In Te Se Cl,0.152,0.403,83,24.0,,,6.0,3.2,False
Li La Se O F,0.277,0.291,83,54.6,,,10.9,13.2,True
Li Ga Te P F,0.137,0.485,83,73.9,38.2,2.0,6.5,2.8,False
Li Ti V Cl O,0.275,0.292,83,32.5,9.5,1.0,15.0,13.4,False
Li V P Se Br,0.118,0.578,83,1.1,41.4,0.0,8.4,7.2,False
Li Ca Y Se O,0.234,0.32,83,46.0,9.6,1.0,25.2,27.0,False
Li Mg V Se Cl,0.13,0.502,83,10.2,10.6,3.0,11.0,9.0,False
Li Zr I Br O,0.184,0.345,83,63.5,,,9.2,10.2,True
Ba Li Br N O,0.299,0.287,83,44.4,,,12.3,15.0,True
Li P W Cl F,0.233,0.323,83,40.3,39.4,1.0,9.0,7.8,False
Li Ga Si N Cl,0.179,0.355,83,26.5,40.7,1.0,7.5,3.0,False
Li Sb Se N Cl,0.166,0.384,83,39.4,,,6.1,2.6,True
Li Ti Zn Cl F,0.255,0.306,83,40.3,3.3,2.0,11.8,10.4,False
Li V I Br O,0.162,0.386,83,63.5,,,8.7,9.2,True
Li Zn Sb Se Cl,0.138,0.486,84,10.2,6.0,1.0,6.6,3.8,True
K Li Zn Se O,0.266,0.303,84,46.0,72.7,1.0,15.4,17.6,True
Li Zn Sb Se Cl,0.138,0.486,84,10.2,6.0,1.0,6.6,3.8,True
Li Ga W Cl O,0.277,0.294,84,32.5,0.9,3.0,9.4,7.2,False
Li Sb Se S I,0.125,0.542,84,21.2,,,6.1,3.4,False
Li Al Mo S F,0.311,0.288,84,42.9,14.8,3.0,9.8,7.6,True
Li Nb Se S O,0.21,0.336,84,46.0,,,8.5,8.6,True
Ba Li Te P Br,0.164,0.393,84,13.7,170.9,3.0,12.6,15.4,False
Li Al Zn Se I,0.142,0.447,84,12.0,30.4,1.0,7.6,3.6,False
Ba Li Y Se O,0.288,0.292,84,46.0,43.3,1.0,25.4,27.4,False
Li Zr B Se O,0.169,0.379,84,46.0,109.8,1.0,9.1,7.8,False
Ba Li Te P Br,0.164,0.393,84,13.7,170.9,3.0,12.6,15.4,False
Li Sc P S Br,0.128,0.521,84,7.1,60.9,2.0,8.8,8.2,False
Li Ti P S N,0.186,0.347,84,28.8,54.8,1.0,10.3,9.2,False
Li Sn Te O F,0.184,0.352,84,73.9,,,5.8,2.8,True
Li Zn Ge Se Br,0.119,0.606,84,1.1,14.3,2.0,6.6,2.6,False
Li Y Al Se S,0.17,0.377,84,8.2,54.1,0.0,13.5,14.8,False
K Li In Te N,0.267,0.301,84,56.8,61.7,2.0,16.2,18.4,False
Li Zn Se N O,0.205,0.337,84,46.0,,,6.6,3.2,True
K Li Mg S Cl,0.233,0.331,84,1.8,76.7,1.0,15.4,17.6,False
K Li Ge Se S,0.146,0.443,84,8.2,97.4,3.0,13.6,15.8,False
Li Al B Te Se,0.14,0.448,84,12.5,64.6,0.0,6.8,2.6,False
Li Zr Ge S Br,0.13,0.513,84,7.1,11.7,0.0,8.9,7.4,False
Li Gd Si N O,0.588,0.275,84,4.8,99.1,1.0,12.8,13.6,False
Li Sn Sb O F,0.175,0.358,84,5.9,0.0,1.0,5.8,2.2,True
K Li Si Se Cl,0.198,0.34,84,10.2,181.5,3.0,13.2,15.4,False
Li Gd Al Te O,0.411,0.281,84,64.3,59.3,0.0,13.0,13.8,False
Li Y P I O,0.185,0.349,84,63.5,89.1,2.0,11.4,13.6,False
Li Nb Sb O F,0.243,0.313,84,5.9,1.2,2.0,8.8,8.2,False
Li Si Te Se Br,0.123,0.587,84,13.7,,,5.3,2.4,False
Li Al Zn Te N,0.177,0.357,84,56.8,30.4,1.0,10.0,6.0,False
K Li Y N Cl,0.338,0.284,84,26.5,46.2,2.0,27.4,29.6,False
Li Zr Se Br O,0.162,0.394,84,46.0,,,8.8,9.4,True
Li Zr In N Cl,0.255,0.308,84,26.5,9.3,1.0,11.5,10.0,False
Li Zr P I Cl,0.151,0.425,84,23.4,56.4,1.0,9.2,8.8,False
Li Ca Te Se Br,0.127,0.534,84,13.7,,,12.2,15.8,False
Li Al Sb Se N,0.173,0.362,84,39.4,23.0,0.0,7.4,3.6,False
Li Mg N O F,0.242,0.318,84,10.9,,,6.8,3.6,True
Li V S I N,0.152,0.424,84,56.1,,,8.0,6.6,False
Li Y Mo S O,0.291,0.291,84,34.9,34.2,3.0,17.5,18.8,False
Li Ta B S O,0.234,0.322,84,34.9,100.0,2.0,8.6,7.0,True
Ba Sr Li I O,0.297,0.29,84,63.5,12.9,0.0,26.1,28.2,False
Li La W N O,0.518,0.276,84,4.8,52.9,3.0,17.8,18.0,False
Li Y B I O,0.235,0.32,84,63.5,153.7,0.0,11.4,13.0,True
Li La Al S N,0.302,0.289,84,28.8,73.6,0.0,13.8,14.0,False
Li Mg S Br F,0.153,0.404,84,52.9,,,7.2,5.8,True
Li Mg In S Cl,0.187,0.345,84,1.8,9.3,1.0,7.5,3.6,False
Li V Ge O F,0.167,0.39,84,5.9,1.0,1.0,8.9,7.0,False
Li V Si I O,0.156,0.403,84,63.5,44.0,1.0,8.1,6.2,False
Ba Li Te Se S,0.161,0.398,84,21.8,,,12.8,16.6,False
Li Zn Se Br N,0.145,0.444,84,39.4,,,6.4,3.0,True
Li La Al Te S,0.217,0.332,84,21.8,73.6,0.0,12.6,12.8,False
Li Sn Se I Cl,0.137,0.501,84,23.4,,,5.8,3.2,False
Li Ga Te Se Cl,0.132,0.511,84,24.0,,,6.1,3.4,False
Li Ge Sb N Cl,0.15,0.432,84,26.5,7.8,1.0,6.4,2.0,True
Li Al Ga Te Se,0.139,0.49,85,12.5,12.6,0.0,8.0,3.6,False
Li Sn Ge Se N,0.127,0.553,85,39.4,7.8,0.0,7.7,2.8,False
Li Zr P Br N,0.161,0.401,85,37.9,56.4,1.0,10.1,9.2,False
Li Ge Te Se Br,0.119,0.622,85,13.7,,,5.4,2.2,False
Li Mg Ti Cl F,0.191,0.346,85,40.3,1.0,2.0,12.0,10.6,False
K Li Te P S,0.202,0.341,85,21.8,176.4,4.0,13.6,16.6,False
Li La Sn O F,0.28,0.3,85,5.9,41.2,1.0,11.3,11.6,False
K Li S Br N,0.256,0.311,85,37.9,,,12.8,15.6,True
Li Si W O F,0.298,0.291,85,5.9,42.0,2.0,8.4,6.2,True
Li Zn Si S N,0.172,0.377,85,28.8,63.0,2.0,8.2,4.2,False
Li Ca W S N,0.291,0.297,85,28.8,48.7,4.0,19.6,21.4,False
Li La Zn Br O,0.248,0.314,85,44.4,33.2,1.0,12.7,13.0,False
Li Ca In Te N,0.241,0.326,85,56.8,21.3,1.0,15.4,17.2,False
Li Zr Sb S Cl,0.153,0.417,85,1.8,3.6,1.0,8.9,8.6,False
Li Si Mo S F,0.206,0.339,85,42.9,43.5,2.0,8.4,6.2,False
Li Ca Ti S I,0.179,0.359,85,21.2,33.9,2.0,18.6,20.4,False
Sr Li S N F,0.221,0.334,85,42.9,,,12.5,15.0,True
Li Ca Sn Te Cl,0.155,0.406,85,24.0,37.3,2.0,13.0,14.8,False
Li Zr B Se Cl,0.144,0.448,85,10.2,109.8,1.0,9.1,7.8,False
Li Zr Br N Cl,0.187,0.354,85,37.9,,,9.4,8.8,True
Sr Li B Br O,0.194,0.345,85,44.4,222.0,1.0,12.2,14.4,True
Li Si Mo N Cl,0.253,0.313,85,26.5,43.5,2.0,9.8,7.6,False
Li Si Se N F,0.176,0.364,85,54.6,,,5.7,1.6,True
Li Mg Te Se O,0.158,0.404,85,64.3,,,6.7,4.6,False
Li Nb S I O,0.232,0.333,85,63.5,,,8.2,8.6,True
Li Si Ge Te I,0.125,0.583,85,0.5,42.6,0.0,5.4,0.4,False
Li W S I O,0.245,0.318,85,63.5,,,7.8,7.8,True
Li Y Se S Cl,0.163,0.399,85,10.2,,,11.7,15.0,False
Li In Si Te Se,0.132,0.518,85,12.5,74.1,1.0,6.6,2.0,False
Li Sn B Se Br,0.126,0.556,85,1.1,102.4,1.0,5.5,0.8,False
Li W N Cl F,0.315,0.288,85,40.3,,,9.0,7.6,True
Li V In I O,0.198,0.343,85,63.5,20.9,2.0,9.1,7.2,False
Sr Li Ca I O,0.244,0.319,85,63.5,15.8,0.0,25.8,27.8,False
Li Mg Sn Se S,0.128,0.527,85,8.2,3.6,2.0,7.3,3.4,False
Li In W S Cl,0.271,0.302,85,1.8,22.6,3.0,9.1,6.8,False
Li Sc S N Cl,0.177,0.36,85,28.8,,,9.0,8.2,False
Ba Li Ti S I,0.235,0.331,85,21.2,75.0,2.0,18.8,20.8,False
Li Ca S Br N,0.174,0.365,85,37.9,,,12.0,14.4,True
Li In B N O,0.27,0.303,85,4.8,129.3,0.0,7.4,3.0,True
Li Ca Y N F,0.292,0.294,85,10.9,9.6,1.0,26.8,28.6,False
K Li B N O,0.313,0.29,85,4.8,270.7,2.0,14.6,17.0,True
Li Sc Br N O,0.215,0.336,85,44.4,,,8.9,8.2,True
Li La Zn S Cl,0.211,0.338,85,1.8,33.2,1.0,12.8,13.0,False
K Li W S Cl,0.314,0.289,85,1.8,98.3,5.0,18.6,20.8,False
Li Sb Te S F,0.142,0.45,85,73.9,,,6.7,3.8,True
Li Ti Sb Cl F,0.188,0.349,85,40.3,2.6,1.0,9.6,9.4,False
Li Ti Sb Cl F,0.188,0.349,85,40.3,2.6,1.0,9.6,9.4,False
Cs Li Y S O,0.408,0.284,85,34.9,74.0,2.0,26.2,28.4,False
Li V S I Br,0.137,0.502,85,21.2,,,8.5,9.0,False
Li In Sn Se N,0.156,0.405,85,39.4,13.3,1.0,8.2,3.6,False
Li Zn Te N Cl,0.17,0.379,85,56.8,,,6.8,3.4,True
Li Ta Br N O,0.288,0.299,85,44.4,,,8.5,7.4,True
Li Al V Te S,0.14,0.455,85,21.8,15.2,2.0,10.4,8.4,False
Li Zn B Se N,0.152,0.429,85,39.4,114.6,1.0,8.4,4.6,True
K Li Al O F,0.381,0.286,85,5.9,125.2,2.0,14.7,17.0,False
Li Ca Sn Te S,0.149,0.445,85,21.8,37.3,2.0,13.2,15.0,False
Li V Br N Cl,0.165,0.394,85,37.9,,,8.9,7.8,True
Li Si Sb S O,0.169,0.386,85,34.9,53.7,1.0,5.3,1.8,False
Li La Y O F,0.367,0.287,85,5.9,12.7,0.0,22.6,24.0,False
Li Ti Al I N,0.237,0.327,85,56.1,26.2,1.0,11.3,9.6,False
Li Sc Br N O,0.215,0.336,85,44.4,,,8.9,8.2,True
Li Nb Se O F,0.247,0.319,86,54.6,,,8.8,9.0,True
Li Zn I N Cl,0.184,0.36,86,56.1,,,6.7,3.6,True
Li V Ga S Br,0.134,0.528,86,7.1,2.3,2.0,9.4,7.4,False
Li Te Mo P O,0.2,0.344,86,64.3,40.9,1.0,8.6,7.2,False
Li Al Sb I N,0.185,0.359,86,56.1,23.0,0.0,6.6,2.8,False
Li Sn Sb S I,0.129,0.55,86,21.2,0.0,1.0,5.1,1.4,False
Li Mg Sb Br N,0.152,0.439,86,37.9,3.6,1.0,7.3,4.0,False
Li Mg Si Br F,0.154,0.419,86,52.9,59.3,2.0,7.2,3.6,False
Li Zr Si I O,0.177,0.363,86,63.5,59.3,0.0,8.6,7.2,False
Li Zr Ge O F,0.189,0.35,86,5.9,11.7,0.0,9.4,8.0,True
Li Sc Al I O,0.212,0.339,86,63.5,31.1,0.0,10.1,8.8,False
Li Ca B Te Se,0.135,0.52,86,12.5,178.0,1.0,13.0,15.0,False
Ba Li In Te N,0.294,0.298,86,56.8,58.5,1.0,15.6,17.6,False
Li Sn Ge Se Br,0.121,0.638,86,1.1,7.8,0.0,5.7,0.8,False
Li Ti Te O F,0.223,0.334,86,73.9,,,9.0,9.2,False
Li Ge W Cl O,0.253,0.318,86,32.5,0.4,2.0,8.4,6.2,True
Li Al Sb Te Br,0.146,0.45,86,13.7,23.0,0.0,6.2,3.0,False
Li Gd Zn Cl O,0.406,0.286,86,32.5,22.2,1.0,13.5,14.4,True
Li Sb Se S F,0.14,0.458,86,54.6,,,6.7,4.0,True
Li Si Sn Se Br,0.125,0.603,86,1.1,53.7,0.0,5.5,0.6,False
Li La B Te O,0.254,0.315,86,64.3,185.9,0.0,11.0,11.4,False
Li Zr Se O F,0.195,0.346,86,54.6,,,9.2,9.8,True
Li Zn In N F,0.245,0.325,86,10.9,6.8,1.0,9.2,5.2,True
Li Si Ge Se I,0.126,0.602,86,12.0,42.6,0.0,5.2,0.2,False
Sr Li P S F,0.161,0.404,86,42.9,140.0,3.0,12.5,15.2,True
Li Y B N Cl,0.237,0.329,86,26.5,153.7,0.0,13.3,14.8,True
Li Ta Al I O,0.285,0.302,86,63.5,21.5,2.0,9.7,8.0,False
Li Mg W S O,0.276,0.303,86,34.9,12.2,4.0,10.5,8.2,False
Li Mg P Br N,0.155,0.41,86,37.9,56.4,3.0,7.7,4.4,False
Ba Li P Se Br,0.162,0.402,86,1.1,170.9,3.0,12.4,15.2,False
Li Sn Sb N Cl,0.169,0.393,86,26.5,0.0,1.0,6.5,2.2,False
K Li In Se N,0.266,0.311,86,39.4,61.7,2.0,16.0,18.2,False
Li Ti B S I,0.157,0.408,86,21.2,107.7,1.0,8.3,6.8,False
Li Si Sn N F,0.178,0.361,86,10.9,53.7,0.0,7.3,2.4,False
Li V Ga S Br,0.134,0.528,86,7.1,2.3,2.0,9.4,7.4,False
Li Zn Te S F,0.145,0.454,86,73.9,,,6.6,4.4,True
K Li Zr N Cl,0.298,0.294,86,26.5,76.7,3.0,21.8,24.0,False
Li Mg Al Te Br,0.149,0.447,86,13.7,27.4,1.0,8.1,4.2,False
Cs Li Se S O,0.321,0.288,86,46.0,,,13.4,17.6,True
Li Zr Zn Cl F,0.191,0.349,86,40.3,2.3,2.0,12.0,10.8,False
Li Mg Zn Se I,0.127,0.562,86,12.0,2.3,0.0,8.5,4.6,False
Sr Li Ga N O,0.215,0.337,86,4.8,73.7,1.0,15.1,17.0,True
Li V B N Cl,0.172,0.379,86,26.5,89.6,2.0,10.0,8.2,True
Li W Se Cl O,0.259,0.314,86,46.0,,,8.2,8.0,True
Li Y P S O,0.202,0.343,86,34.9,89.1,2.0,11.7,13.8,False
Li Mo N Cl O,0.303,0.292,86,32.5,,,8.3,6.8,True
Sr Li Se S Cl,0.151,0.445,86,10.2,,,12.3,16.2,False
Li Sb Se S F,0.14,0.458,86,54.6,,,6.7,4.0,True
Li Sb Te Se Cl,0.138,0.502,86,24.0,,,6.7,3.8,False
Li Y Mg I O,0.208,0.34,86,63.5,20.9,1.0,13.8,15.2,False
Li Zn Te S I,0.13,0.537,86,21.8,,,6.0,3.8,False
Li Ti Se I O,0.171,0.392,86,63.5,,,8.4,8.8,True
Li Ca Zr Se Cl,0.166,0.4,86,10.2,32.6,2.0,19.6,21.4,False
Cs Li Mo S O,0.438,0.284,86,34.9,133.5,5.0,19.2,21.4,False
Li Mo P Se Cl,0.167,0.406,87,10.2,40.9,1.0,8.4,7.0,False
Li Mg Br Cl O,0.172,0.385,87,44.4,,,7.2,5.8,True
Li Ca Sn Se Br,0.129,0.551,87,1.1,37.3,2.0,12.6,14.4,False
Li Mg Br Cl O,0.172,0.385,87,44.4,,,7.2,5.8,True
Li Te Mo P Cl,0.169,0.398,87,24.0,40.9,1.0,8.6,7.2,False
Li Ti Ga S Br,0.147,0.45,87,7.1,12.1,1.0,9.7,8.0,False
Li Y In S F,0.251,0.325,87,42.9,10.6,0.0,12.9,14.2,False
Li Zn P Se O,0.146,0.452,87,46.0,60.0,3.0,6.6,3.4,True
Li Ta S N Cl,0.253,0.324,87,28.8,,,8.6,7.4,True
Li Ta S N Cl,0.253,0.324,87,28.8,,,8.6,7.4,True
Li Mg Ge Se N,0.136,0.521,87,39.4,11.7,2.0,8.7,4.8,False
Li La Se S O,0.329,0.291,87,46.0,,,10.6,12.8,True
Li Gd S O F,0.44,0.286,87,42.9,,,11.5,14.6,True
Li Mg P Br F,0.153,0.442,87,52.9,56.4,3.0,7.2,4.4,True
Li Al Ge Te N,0.162,0.407,87,56.8,14.1,1.0,8.4,4.0,False
Sr Li Ca N Cl,0.246,0.328,87,26.5,15.8,0.0,27.7,29.6,False
Li Ca Si Br N,0.175,0.38,87,37.9,111.1,2.0,13.6,15.4,False
Li Ge B Te Se,0.126,0.608,87,12.5,87.8,1.0,6.2,1.4,False
Li Y In N Cl,0.296,0.298,87,26.5,10.6,0.0,14.3,15.6,False
Li Mg Te P N,0.157,0.411,87,56.8,56.4,3.0,8.5,5.2,False
Li Ti Zn Br O,0.255,0.318,87,44.4,3.3,2.0,10.8,9.2,False
K Li P N F,0.286,0.302,87,10.9,176.4,4.0,14.6,17.4,True
Li Al Sb Se Br,0.145,0.458,87,1.1,23.0,0.0,6.0,2.8,False
K Li Ti Se O,0.309,0.292,87,46.0,78.5,3.0,20.0,22.2,False
Cs Li P Br O,0.307,0.296,87,44.4,229.1,4.0,13.3,16.4,True
Li Ga Sb Te O,0.141,0.461,87,64.3,9.2,0.0,6.3,3.0,False
K Li Zr S F,0.254,0.321,87,42.9,76.7,3.0,20.4,22.6,False
Li V Se S I,0.127,0.576,87,21.2,,,8.0,8.0,False
Li In Sn Se Cl,0.154,0.421,87,10.2,13.3,1.0,6.4,1.8,False
Li Ca Zn Se N,0.174,0.381,87,39.4,29.5,0.0,16.4,18.2,False
Li Ta In O F,0.335,0.289,87,5.9,14.6,2.0,9.9,8.2,False
Li Y I Br O,0.229,0.336,87,63.5,,,12.0,15.8,True
K Li V I O,0.244,0.329,87,63.5,95.5,4.0,18.9,21.2,True
Li Zn Ge N Cl,0.156,0.412,87,26.5,14.3,2.0,8.2,4.2,True
Li Y Ga O F,0.257,0.316,87,5.9,36.8,0.0,13.2,14.6,True
Li Sc Ga S O,0.151,0.446,87,34.9,16.4,0.0,10.2,8.8,False
Li Ti Al Te F,0.198,0.348,87,73.9,26.2,1.0,10.7,9.0,False
Li Sn Te P Br,0.13,0.546,87,13.7,50.9,1.0,5.7,1.6,False
Li Sc Ga S O,0.151,0.446,87,34.9,16.4,0.0,10.2,8.8,False
Li Ta S Br O,0.228,0.337,87,44.4,,,8.5,9.0,True
K Li Gd S O,0.634,0.285,87,34.9,41.4,2.0,24.8,27.0,False
Li Ti Se S F,0.155,0.414,87,54.6,,,8.9,9.2,False
Li La Y S O,0.415,0.287,87,34.9,12.7,0.0,22.3,23.6,False
Li Ga Ge Te Se,0.121,0.688,87,12.5,1.3,1.0,6.9,2.4,False
Li In Si Br N,0.211,0.34,87,37.9,74.1,1.0,7.2,2.6,False
Li Mg Ge Te N,0.138,0.513,87,56.8,11.7,2.0,8.9,5.0,False
Li Ga N Cl O,0.233,0.334,87,32.5,,,6.0,2.2,True
Li Ti Se S I,0.14,0.499,87,21.2,,,8.3,8.6,True
Li Nb Al Te S,0.186,0.359,87,21.8,21.5,2.0,10.5,8.6,False
Li Ga Si Te Se,0.125,0.654,87,12.5,40.7,1.0,6.7,2.2,False
Li Y Zr Cl O,0.38,0.288,87,32.5,20.9,1.0,19.0,20.4,False
Li Ti Ga I O,0.177,0.378,87,63.5,12.1,1.0,9.6,8.0,False
Li Ti Zn N Cl,0.279,0.304,87,26.5,3.3,2.0,12.5,10.8,False
Li Al Te I N,0.19,0.355,87,56.8,,,6.0,2.2,False
Li Zn Sn N Cl,0.179,0.37,87,26.5,6.0,2.0,8.4,4.4,True
Ba Li Sb S I,0.183,0.363,87,21.2,79.5,1.0,12.0,15.2,False
Ba Li P S I,0.191,0.351,87,21.2,170.9,3.0,12.0,14.8,False
Sr Li Si Cl F,0.193,0.349,87,40.3,144.4,2.0,13.2,15.4,True
Li Nb Zn S Cl,0.18,0.365,87,1.8,7.3,3.0,10.7,8.8,False
Li Zn Sn N Cl,0.179,0.37,87,26.5,6.0,2.0,8.4,4.4,True
Li Zn Sn S F,0.153,0.445,88,42.9,6.0,2.0,7.0,3.0,True
Li Ti Se N O,0.251,0.326,88,46.0,,,8.9,7.8,False
Li Nb Sn S O,0.214,0.345,88,34.9,1.2,1.0,8.9,7.0,False
Li Sn Sb Se Cl,0.14,0.519,88,10.2,0.0,1.0,5.7,2.0,False
K Li P Se S,0.201,0.35,88,8.2,176.4,4.0,13.4,16.4,False
Li Zr Ga Se S,0.132,0.57,88,8.2,13.2,1.0,10.5,9.0,False
Li La Si I O,0.263,0.32,88,63.5,117.0,1.0,10.3,10.6,False
Li Mg P Se N,0.155,0.42,88,39.4,56.4,3.0,8.3,5.0,False
Ba Li Mg O F,0.289,0.307,88,5.9,73.3,0.0,15.1,17.2,False
Li V In S Br,0.154,0.422,88,7.1,20.9,2.0,9.2,7.2,False
Cs Li In Se O,0.393,0.289,88,46.0,92.6,2.0,14.6,16.8,True
Li B Te Se N,0.152,0.446,88,56.8,,,6.3,2.2,True
Li Ca W I O,0.316,0.298,88,63.5,48.7,4.0,17.5,19.4,False
Li La Al Se S,0.216,0.341,88,8.2,73.6,0.0,12.4,12.6,False
Ba Li Te S I,0.188,0.359,88,21.8,,,12.0,15.8,False
Li W S Br Cl,0.204,0.349,88,9.0,,,8.6,8.8,True
Li La Ti Br O,0.292,0.303,88,44.4,37.6,1.0,17.3,17.6,False
Li V Se O F,0.173,0.386,88,54.6,,,8.7,8.8,True
Li Ta Al N Cl,0.287,0.311,88,26.5,21.5,2.0,11.6,9.8,False
Li La Sb Br O,0.242,0.334,88,44.4,41.2,0.0,10.5,12.0,False
Li Y Ti O F,0.373,0.291,88,5.9,22.1,1.0,18.8,20.2,False
Li V P N F,0.172,0.393,88,10.9,41.4,0.0,10.0,8.6,True
Li V P N F,0.172,0.393,88,10.9,41.4,0.0,10.0,8.6,True
Li Zn Sn S I,0.139,0.528,88,21.2,6.0,2.0,6.4,2.4,False
Li In Mo Se S,0.184,0.372,88,8.2,21.3,3.0,9.6,7.4,False
Li Nb Sn O F,0.25,0.328,88,5.9,1.2,1.0,9.2,7.4,False
Li V Mo N O,0.29,0.305,88,4.8,0.3,1.0,15.8,13.8,False
Li Mg Te Se I,0.127,0.578,88,12.5,,,6.3,4.2,False
Li Al Te Se I,0.141,0.463,88,12.5,,,5.8,3.2,False
Li Sn Te S I,0.138,0.544,88,21.8,,,5.1,2.0,False
K Li Al S F,0.333,0.292,88,42.9,125.2,2.0,14.6,16.8,True
Li Nb P S Cl,0.182,0.373,88,1.8,49.1,0.0,8.5,7.4,False
Li Si B Te Se,0.13,0.573,88,12.5,31.7,1.0,6.1,1.6,False
Li Zr In S Br,0.176,0.382,88,7.1,9.3,1.0,9.7,8.2,False
Li In Te Mo S,0.185,0.363,88,21.8,21.3,3.0,9.8,7.6,False
Li Mg Nb S O,0.264,0.317,88,34.9,4.9,3.0,10.9,9.0,False
Li Ga P N Cl,0.178,0.379,88,26.5,38.2,2.0,7.3,3.4,False
Li Sc P Cl F,0.156,0.418,88,40.3,60.9,2.0,9.9,9.6,True
Li La P S Cl,0.213,0.346,88,1.8,113.1,2.0,10.6,11.6,False
Li Ti P I N,0.171,0.399,88,56.1,54.8,1.0,9.7,8.6,False
Li In Te P I,0.142,0.462,88,0.5,70.9,2.0,5.8,2.0,False
Li P W N Cl,0.258,0.322,88,26.5,39.4,1.0,9.5,7.8,True
Li Mg Al Se Br,0.148,0.455,88,1.1,27.4,1.0,7.9,4.0,False
Ba Sr Li N Cl,0.299,0.299,88,26.5,12.9,0.0,28.0,30.0,False
Li Zn Sb I O,0.158,0.411,88,63.5,6.0,1.0,6.1,3.4,True
Ba Li S I N,0.276,0.316,88,56.1,,,12.0,14.6,True
Li La Te Br O,0.248,0.331,88,64.3,,,10.5,12.6,True
Cs Li Sn S O,0.324,0.297,88,34.9,118.1,3.0,13.8,16.0,True
Li Mg Te P Se,0.137,0.55,88,12.5,56.4,3.0,7.3,4.2,False
Li Zr S I N,0.174,0.384,88,56.1,,,8.5,7.6,False
Li La Mo S O,0.445,0.288,88,34.9,51.2,3.0,16.4,16.6,False
Li In S Cl F,0.282,0.312,88,42.9,,,6.7,4.6,True
Li Al Zn Te Br,0.15,0.454,88,13.7,30.4,1.0,8.0,4.0,False
Li Zr P N F,0.194,0.353,88,10.9,56.4,1.0,10.5,9.6,True
Li P W Br O,0.233,0.335,88,44.4,39.4,1.0,8.0,6.6,True
Li V Sn S Cl,0.142,0.467,89,1.8,6.8,1.0,8.8,6.8,False
Li Nb Al N Cl,0.403,0.289,89,26.5,21.5,2.0,11.5,9.6,False
K Li Ca Te N,0.285,0.312,89,56.8,33.3,1.0,29.0,31.2,False
Li Zr Ge S I,0.139,0.54,89,21.2,11.7,0.0,8.7,7.2,False
Sr Li Sb Cl O,0.217,0.344,89,32.5,59.0,1.0,12.4,15.6,False
Ba Li P Br N,0.248,0.332,89,37.9,170.9,3.0,13.6,16.2,True
Li Sb I N Cl,0.178,0.381,89,56.1,,,6.2,3.0,False
Li Sb P Se I,0.136,0.581,89,12.0,50.9,2.0,5.9,2.4,False
Li Sb Te P I,0.137,0.573,89,0.5,50.9,2.0,6.1,2.6,False
Li La Zr O F,0.328,0.297,89,5.9,36.3,1.0,18.1,18.4,False
Li V Ge I O,0.143,0.464,89,63.5,1.0,1.0,8.3,6.4,False
Li Zr Ga Br O,0.182,0.374,89,44.4,13.2,1.0,10.0,8.6,False
