phases,target,natom
Cu Sc Zn,0,3
Cu Sm,0,2
Cu Sm Sn,0,3
Cu Sm Y,0,3
Cu Sn,0,2
Cu Sn Sr,0,3
Cu Sn Tb,0,3
Cu Sn Th,0,3
Cu Sn Ti,0,3
Cu Sn Tm,0,3
Cu Sn U,0,3
Cu Sn Y,0,3
Cu Sn Yb,0,3
Cu Sn Zn,0,3
Cu Sn Zr,0,3
Cu Sr,0,2
Cu Ta,0,2
Cu Ta V,0,3
Cu Tb,0,2
Cu Tb Tl,0,3
Cu Tb Zn,0,3
Cu Th,0,2
Cu Ti,0,2
Cu Ti Zn,0,3
Cu Ti Zr,0,3
Cu Tl,0,2
Cu Tm,0,2
Cu U,0,2
Cu W,0,2
Cu Y,0,2
Cu Yb,0,2
Cu Zn,0,2
Cu Zn Zr,0,3
Cu Zr,0,2
Dy Er,0,2
Dy Er Fe,0,3
Dy Er Mn,0,3
Dy Eu Sb,0,3
Dy Fe,0,2
Dy Fe Ga,0,3
Dy Fe Ge,0,3
Dy Fe Ge Sn,0,4
Dy Fe In,0,3
Dy Fe Mn,0,3
Dy Fe Mo,0,3
Dy Fe Mo Nd,0,4
Dy Fe Nd Ti,0,4
Dy Fe Ni,0,3
Dy Fe Pr,0,3
Dy Fe Pr Tb,0,4
Dy Fe Re,0,3
Dy Fe Sb,0,3
Dy Fe Sm,0,3
Dy Fe Sn,0,3
Dy Fe Tb,0,3
Dy Fe Th,0,3
Dy Fe Ti,0,3
Dy Fe V,0,3
Dy Fe Y,0,3
Dy Ga,0,2
Dy Ga Ge Mn,0,4
Dy Ga Ge Ni,0,4
Dy Ga In Pt,0,4
Dy Ga Ir,0,3
Dy Ga Mn,0,3
Dy Ga Ni,0,3
Dy Ga Pd,0,3
Dy Ga Pt,0,3
Dy Ga Rh,0,3
Dy Ga Ru,0,3
Dy Ga Ti,0,3
Dy Ga Zn,0,3
Dy Gd,0,2
Dy Gd Ni,0,3
Dy Gd Y,0,3
Dy Ge,0,2
Dy Ge In,0,3
Dy Ge In Ni,0,4
Dy Ge In Ru,0,4
Dy Ge Ir,0,3
Dy Ge Li,0,3
Dy Ge Mg,0,3
Dy Ge Mn,0,3
Dy Ge Mo Ti,0,4
Dy Ge Nb,0,3
Dy Ge Ni,0,3
Dy Ge Os,0,3
Dy Ge Pd,0,3
Dy Ge Pt,0,3
Dy Ge Rh,0,3
Dy Ge Ru,0,3
Dy Ge Sc,0,3
Dy Ge Sn,0,3
Dy Ge Ti,0,3
Dy Ge Zn,0,3
Dy Hg,0,2
Dy Ho,0,2
Dy Ho Mn,0,3
Dy Ho Tb,0,3
Dy Ho Y,0,3
Dy In,0,2
Dy In Ir,0,3
Dy In Mg,0,3
Dy In Mn,0,3
Dy In Mn Zn,0,4
Dy In Ni,0,3
Dy In Pd,0,3
Dy In Pt,0,3
Dy In Rh,0,3
Dy In Ru,0,3
Dy In Sn,0,3
Dy In Zn,0,3
Dy Ir,0,2
Dy La,0,2
Dy Li Sb,0,3
Dy Li Sn,0,3
Dy Mg,0,2
Dy Mg Os,0,3
Dy Mg Pt,0,3
Dy Mg Rh,0,3
Dy Mg Ru,0,3
Dy Mg Sn,0,3
Dy Mn,0,2
Dy Mn Sb Yb,0,4
Dy Mn Sn,0,3
Dy Mn Tm,0,3
Dy Nd,0,2
Dy Ni,0,2
Dy Ni Pb,0,3
Dy Ni Pd,0,3
Dy Ni Re,0,3
Dy Ni Sb,0,3
Dy Ni Sm,0,3
Dy Ni Sn,0,3
Dy Ni Zn,0,3
Dy Ni Zr,0,3
Dy Os,0,2
Dy Os Sn,0,3
Dy Pb,0,2
Dy Pb Pd,0,3
Dy Pd,0,2
Dy Pd Pt,0,3
Dy Pd Sb,0,3
Dy Pd Sn,0,3
Dy Pd Sn Y,0,4
Dy Pd Tl,0,3
Dy Pd Zn,0,3
Dy Pt,0,2
Dy Pt Sb,0,3
Dy Pt Sn,0,3
Dy Re,0,2
Dy Re Th,0,3
Dy Rh,0,2
Dy Rh Sn,0,3
Dy Rh Zn,0,3
Dy Ru,0,2
Dy Ru Sn,0,3
Dy Ru Zn,0,3
Dy Sb,0,2
Dy Sb Sc,0,3
Dy Sb V,0,3
Dy Sb Yb,0,3
Dy Sb Zn,0,3
Dy Sb Zr,0,3
Dy Sn,0,2
Dy Sn V,0,3
Dy Tc,0,2
Dy Th,0,2
Dy Tl,0,2
Dy Tl Zn,0,3
Dy Y,0,2
Dy Zn,0,2
Dy Zr,0,2
Er Fe,0,2
Er Fe Ga,0,3
Er Fe Ga Ho,0,4
Er Fe Ge,0,3
Er Fe Ge Sn,0,4
Er Fe Ho,0,3
Er Fe In,0,3
Er Fe Mn,0,3
Er Fe Mn Sn,0,4
Er Fe Mo,0,3
Er Fe Nb,0,3
Er Fe Nd,0,3
Er Fe Ni,0,3
Er Fe Re,0,3
Er Fe Ru,0,3
Er Fe Sm,0,3
Er Fe Sm Ti,0,4
Er Fe Sn,0,3
Er Fe Tb Ti,0,4
Er Fe Ti,0,3
Er Fe V,0,3
Er Fe Y,0,3
Er Ga,0,2
Er Ga Ge,0,3
Er Ga Ge Mn,0,4
Er Ga In Pt,0,4
Er Ga Ir,0,3
Er Ga Mn,0,3
Er Ga Mn Sn,0,4
Er Ga Ni,0,3
Er Ga Os,0,3
Er Ga Pd,0,3
Er Ga Pt,0,3
Er Ga Rh,0,3
Er Ga Ru,0,3
Er Ga Ti,0,3
Er Ga V,0,3
Er Ga Zn,0,3
Er Gd,0,2
Er Gd Mn,0,3
Er Gd Ni,0,3
Er Ge,0,2
Er Ge In,0,3
Er Ge In Ni,0,4
Er Ge In Ru,0,4
Er Ge Ir,0,3
Er Ge La,0,3
Er Ge Li,0,3
Er Ge Mg,0,3
Er Ge Mn,0,3
Er Ge Mo Ti,0,4
Er Ge Nb,0,3
Er Ge Nd,0,3
Er Ge Ni,0,3
Er Ge Os,0,3
Er Ge Pd,0,3
Er Ge Pt,0,3
Er Ge Re,0,3
Er Ge Rh,0,3
Er Ge Ru,0,3
Er Ge Sc,0,3
Er Ge Sn,0,3
Er Ge Ti,0,3
Er Ge Zn,0,3
Er Hg,0,2
Er Ho,0,2
Er Ho Mn,0,3
Er In,0,2
Er In Ir,0,3
Er In Mn,0,3
Er In Mn Zn,0,4
Er In Ni,0,3
Er In Pd,0,3
Er In Pt,0,3
Er In Rh,0,3
Er In Ru,0,3
Er In Sn,0,3
Er In Zn,0,3
Er Ir,0,2
Er Ir Mg,0,3
Er Ir Sn,0,3
Er Li Sn,0,3
Er Mg,0,2
Er Mg Ni,0,3
Er Mg Rh,0,3
Er Mg Ru,0,3
Er Mg Sn,0,3
Er Mg Zn,0,3
Er Mn,0,2
Er Mn Ni,0,3
Er Mn Pr,0,3
Er Mn Re,0,3
Er Mn Sm,0,3
Er Mn Sn,0,3
Er Ni,0,2
Er Ni Pb,0,3
Er Ni Ru,0,3
Er Ni Sb,0,3
Er Ni Sm,0,3
Er Ni Sn,0,3
Er Ni Sn Zr,0,4
Er Ni Tb,0,3
Er Ni Y,0,3
Er Ni Zn,0,3
Er Ni Zr,0,3
Er Os,0,2
Er Pb,0,2
Er Pb Pd,0,3
Er Pb Rh,0,3
Er Pd,0,2
Er Pd Sb,0,3
Er Pd Sn,0,3
Er Pd Sn Y,0,4
Er Pd Tl,0,3
Er Pd Zn,0,3
Er Pt,0,2
Er Pt Sb,0,3
Er Pt Sn,0,3
Er Pt Zn,0,3
Er Re,0,2
Er Re Th,0,3
Er Rh,0,2
Er Rh Sb,0,3
Er Rh Sn,0,3
Er Ru,0,2
Er Ru Sb,0,3
Er Sb,0,2
Er Sb Zr,0,3
Er Sn,0,2
Er Sn V,0,3
Er Sn Zn,0,3
Er Tb,0,2
Er Tc,0,2
Er Th,0,2
Er Tl,0,2
Er Tl Zn,0,3
Er V,0,2
Er Y,0,2
Er Zn,0,2
Er Zr,0,2
Eu Fe,0,2
Eu Fe Sb,0,3
Eu Ga,0,2
Eu Ga Ge,0,3
Eu Ga Ge Sr,0,4
Eu Ga Ir,0,3
Eu Ga La,0,3
Eu Ga Li,0,3
Eu Ga Mg,0,3
Eu Ga Mn,0,3
Eu Ga Na Sb,0,4
Eu Ga Ni,0,3
Eu Ga Pd,0,3
Eu Ga Pt,0,3
Eu Ga Rh,0,3
Eu Ga Sb,0,3
Eu Ga Sn,0,3
Eu Ga Sr,0,3
Eu Ga Zn,0,3
Eu Gd Ge,0,3
Eu Gd Sb,0,3
Eu Ge,0,2
Eu Ge In,0,3
Eu Ge In Ir,0,4
Eu Ge In Li,0,4
Eu Ge In Rb,0,4
Eu Ge In Yb,0,4
Eu Ge Ir,0,3
Eu Ge Li,0,3
Eu Ge Li Mg,0,4
Eu Ge Li Sr,0,4
Eu Ge Mg,0,3
Eu Ge Ni,0,3
Eu Ge Os,0,3
Eu Ge Pb Sr,0,4
Eu Ge Pd,0,3
Eu Ge Pr,0,3
Eu Ge Pt,0,3
Eu Ge Rh,0,3
Eu Ge Ru,0,3
Eu Ge Sc,0,3
Eu Ge Sr,0,3
Eu Ge Y,0,3
Eu Ge Zn,0,3
Eu Hg,0,2
Eu Hg Pb,0,3
Eu Hg Sn,0,3
Eu In,0,2
Eu In Ir,0,3
Eu In Mn,0,3
Eu In Ni,0,3
Eu In Pd,0,3
Eu In Pt,0,3
Eu In Pt Sr,0,4
Eu In Rh,0,3
Eu In Sb,0,3
Eu In Zn,0,3
Eu Ir,0,2
Eu Ir Mg,0,3
Eu Ir Sn,0,3
Eu La Pd,0,3
Eu Li Mg Sn,0,4
Eu Li Sb,0,3
Eu Li Sn,0,3
Eu Mg,0,2
Eu Mg Pb,0,3
Eu Mg Pd,0,3
Eu Mg Pt,0,3
Eu Mg Rh,0,3
Eu Mg Sb,0,3
Eu Mg Sn,0,3
Eu Mg Sr,0,3
Eu Mg Tl,0,3
Eu Mg Y,0,3
Eu Mn,0,2
Eu Mn Sb,0,3
Eu Mn Sb Sr,0,4
Eu Mn Sb Yb,0,4
Eu Na Sn,0,3
Eu Ni,0,2
Eu Ni Sb,0,3
Eu Ni Sb Sn,0,4
Eu Ni Sn,0,3
Eu Ni Zn,0,3
Eu Os Sb,0,3
Eu Pb,0,2
Eu Pb Pd,0,3
Eu Pb Zn,0,3
Eu Pd,0,2
Eu Pd Sb,0,3
Eu Pd Sn,0,3
Eu Pd Tl,0,3
Eu Pd Zn,0,3
Eu Pt,0,2
Eu Pt Sb,0,3
Eu Pt Sn,0,3
Eu Pt Sr Zn,0,4
Eu Pt Zn,0,3
Eu Re,0,2
Eu Rh,0,2
Eu Rh Sb,0,3
Eu Rh Sn,0,3
Eu Rh Zn,0,3
Eu Ru Sb,0,3
Eu Ru Sn,0,3
Eu Ru Sn Y,0,4
Eu Sb,0,2
Eu Sb Sn,0,3
Eu Sb Zn,0,3
Eu Sn,0,2
Eu Sn Zn,0,3
Eu Tl,0,2
Eu Yb,0,2
Eu Zn,0,2
Fe Ga,0,2
Fe Ga Gd,0,3
Fe Ga Gd Ti,0,4
Fe Ga Ge,0,3
Fe Ga Ge Sc,0,4
Fe Ga Ge Sm,0,4
Fe Ga Ge Tb,0,4
Fe Ga Ge Y,0,4
Fe Ga Hf,0,3
Fe Ga Ho,0,3
Fe Ga Ir,0,3
Fe Ga La,0,3
Fe Ga Lu,0,3
Fe Ga Lu Mn,0,4
Fe Ga Mn,0,3
Fe Ga Mn Ni,0,4
Fe Ga Mn Ru,0,4
Fe Ga Mn Sm,0,4
Fe Ga Mn Y,0,4
Fe Ga Nb,0,3
Fe Ga Nd,0,3
Fe Ga Nd Ti,0,4
Fe Ga Nd Y,0,4
Fe Ga Ni,0,3
Fe Ga Os,0,3
Fe Ga Pd,0,3
Fe Ga Pr,0,3
Fe Ga Pt,0,3
Fe Ga Re,0,3
Fe Ga Rh,0,3
Fe Ga Ru,0,3
Fe Ga Ru V,0,4
Fe Ga Sb,0,3
Fe Ga Sc,0,3
Fe Ga Sm,0,3
Fe Ga Ta,0,3
Fe Ga Tb,0,3
Fe Ga Ti,0,3
Fe Ga Tm,0,3
Fe Ga U,0,3
Fe Ga V,0,3
Fe Ga Y,0,3
Fe Ga Yb,0,3
Fe Ga Zr,0,3
Fe Gd,0,2
Fe Gd Ge,0,3
Fe Gd Ge In,0,4
Fe Gd Ho,0,3
Fe Gd Mn,0,3
Fe Gd Mo,0,3
Fe Gd Mo Nd,0,4
Fe Gd Nb,0,3
Fe Gd Ni,0,3
Fe Gd Ni Tm,0,4
Fe Gd Re,0,3
Fe Gd Sb,0,3
Fe Gd Sn,0,3
Fe Gd Th,0,3
Fe Gd Ti,0,3
Fe Gd V,0,3
Fe Gd W,0,3
Fe Gd Y,0,3
Fe Ge,0,2
Fe Ge Hf,0,3
Fe Ge Hf V,0,4
Fe Ge Ho,0,3
Fe Ge Ho Sn,0,4
Fe Ge In Nd,0,4
Fe Ge In Pr,0,4
Fe Ge In Sm,0,4
Fe Ge Ir,0,3
Fe Ge La,0,3
Fe Ge La Mn,0,4
Fe Ge La Ni,0,4
Fe Ge Li,0,3
Fe Ge Li Nb,0,4
Fe Ge Lu,0,3
Fe Ge Mg,0,3
Fe Ge Mn,0,3
Fe Ge Mn Nd,0,4
Fe Ge Mn Ni,0,4
Fe Ge Mn Sb,0,4
Fe Ge Mo,0,3
Fe Ge Nb,0,3
Fe Ge Nb V,0,4
Fe Ge Nd,0,3
Fe Ge Ni,0,3
Fe Ge Ni Ti,0,4
Fe Ge Np,0,3
Fe Ge Os,0,3
Fe Ge Pd,0,3
Fe Ge Pr,0,3
Fe Ge Pt,0,3
Fe Ge Rh,0,3
Fe Ge Ru,0,3
Fe Ge Ru Ti,0,4
Fe Ge Ru V,0,4
Fe Ge Sb,0,3
Fe Ge Sb Ti,0,4
Fe Ge Sc,0,3
Fe Ge Sm,0,3
Fe Ge Sn Tb,0,4
Fe Ge Ta,0,3
Fe Ge Tb,0,3
Fe Ge Th,0,3
Fe Ge Ti,0,3
Fe Ge Tm,0,3
Fe Ge U,0,3
Fe Ge V,0,3
Fe Ge V Zr,0,4
Fe Ge Y,0,3
Fe Ge Yb,0,3
Fe Ge Zr,0,3
Fe Hf,0,2
Fe Hf Mo,0,3
Fe Hf Nb Sb,0,4
Fe Hf Ni Sb,0,4
Fe Hf Re,0,3
Fe Hf Sb,0,3
Fe Hf Sn,0,3
Fe Hf Sn V,0,4
Fe Hf Ta,0,3
Fe Hf Ti,0,3
Fe Hf V,0,3
Fe Hf W,0,3
Fe Hf Zr,0,3
Fe Hg Nd,0,3
Fe Hg Pr,0,3
Fe Ho,0,2
Fe Ho Mn,0,3
Fe Ho Mo,0,3
Fe Ho Ni,0,3
Fe Ho Pr,0,3
Fe Ho Re,0,3
Fe Ho Ru,0,3
Fe Ho Sb,0,3
Fe Ho Sn,0,3
Fe Ho Tb,0,3
Fe Ho Ti,0,3
Fe Ho V,0,3
Fe Ho Y,0,3
Fe In,0,2
Fe In Ir,0,3
Fe In Mn,0,3
Fe In Ni,0,3
Fe In Os,0,3
Fe In Pd,0,3
Fe In Pr,0,3
Fe In Pt,0,3
Fe In Rh,0,3
Fe In Ru,0,3
Fe In Ru V,0,4
Fe In Sc,0,3
Fe In Ta,0,3
Fe In Ti,0,3
Fe Ir,0,2
Fe Ir Os Ru,0,4
Fe Ir Rh,0,3
Fe Ir Rh Ru,0,4
Fe Ir Sb,0,3
Fe Ir Sb Ti,0,4
Fe Ir Sn,0,3
Fe Ir Sn Ta,0,4
Fe La Ni,0,3
Fe La Pb,0,3
Fe La Sb,0,3
Fe La Sn,0,3
Fe La Th,0,3
Fe Lu,0,2
Fe Lu Mo,0,3
Fe Lu Pb,0,3
Fe Lu Re,0,3
Fe Lu Ru,0,3
Fe Lu Sb,0,3
Fe Lu Sn,0,3
Fe Lu Th,0,3
Fe Lu Ti,0,3
Fe Lu V,0,3
Fe Mg,0,2
Fe Mn,0,2
Fe Mn Nb,0,3
Fe Mn Nd,0,3
Fe Mn Nd Sn,0,4
Fe Mn Ni,0,3
Fe Mn Ni Sn,0,4
Fe Mn Ni Zr,0,4
Fe Mn Pd,0,3
Fe Mn Pt,0,3
Fe Mn Rh,0,3
Fe Mn Sb,0,3
Fe Mn Sm,0,3
Fe Mn Sn,0,3
Fe Mn Ta,0,3
Fe Mn Tb,0,3
Fe Mn Tb Y,0,4
Fe Mn Ti,0,3
Fe Mn Ti V,0,4
Fe Mn Ti Zr,0,4
Fe Mn Tm,0,3
Fe Mn U,0,3
Fe Mn Y,0,3
Fe Mn Zr,0,3
Fe Mo,0,2
Fe Mo Nd,0,3
Fe Mo Nd Y,0,4
Fe Mo Nd Zr,0,4
Fe Mo Pr,0,3
Fe Mo Sb,0,3
Fe Mo Sm,0,3
Fe Mo Tb,0,3
Fe Mo Tm,0,3
Fe Mo U,0,3
Fe Mo Y,0,3
Fe Mo Zr,0,3
Fe Na,0,2
Fe Na Sb,0,3
Fe Nb,0,2
Fe Nb Pd Sb,0,4
Fe Nb Pt,0,3
Fe Nb Sb,0,3
Fe Nb Sb Ti,0,4
Fe Nb Sb Zr,0,4
Fe Nb Sn,0,3
Fe Nb Zn,0,3
Fe Nb Zr,0,3
Fe Nd,0,2
Fe Nd Ni,0,3
Fe Nd Pd,0,3
Fe Nd Re,0,3
Fe Nd Ru,0,3
Fe Nd Sb,0,3
Fe Nd Sm,0,3
Fe Nd Sn,0,3
Fe Nd Tb,0,3
Fe Nd Ti,0,3
Fe Nd V,0,3
Fe Nd W,0,3
Fe Nd Zn,0,3
Fe Ni,0,2
Fe Ni Pr,0,3
Fe Ni Pt,0,3
Fe Ni Rh,0,3
Fe Ni Sb,0,3
Fe Ni Sb Sm,0,4
Fe Ni Sb Ti,0,4
Fe Ni Sb Yb,0,4
Fe Ni Sm,0,3
Fe Ni Sn,0,3
Fe Ni Ta,0,3
Fe Ni Tb,0,3
Fe Ni Th,0,3
Fe Ni Ti,0,3
Fe Ni Ti Y,0,4
Fe Ni U,0,3
Fe Ni V,0,3
Fe Ni Y,0,3
Fe Ni Zn,0,3
Fe Ni Zr,0,3
Fe Np,0,2
Fe Os,0,2
Fe Os Sb,0,3
Fe Os Sn,0,3
Fe Os V,0,3
Fe Pb Pr,0,3
Fe Pb Tm,0,3
Fe Pb Zr,0,3
Fe Pd,0,2
Fe Pd Sb,0,3
Fe Pd Sn,0,3
Fe Pd Zn,0,3
Fe Pr,0,2
Fe Pr Re,0,3
Fe Pr Sb,0,3
Fe Pr Sm,0,3
Fe Pr Sn,0,3
Fe Pr Tb,0,3
Fe Pr Th,0,3
Fe Pr Ti,0,3
Fe Pr Tl,0,3
Fe Pr V,0,3
Fe Pr Y,0,3
Fe Pr Zn,0,3
Fe Pt,0,2
Fe Pt Rh,0,3
Fe Pt Sb,0,3
Fe Pt Sn,0,3
Fe Pt Zn,0,3
Fe Pu,0,2
Fe Re,0,2
Fe Re Sm,0,3
Fe Re Tb,0,3
Fe Re Tm,0,3
Fe Re U,0,3
Fe Re V,0,3
Fe Re Y,0,3
Fe Re Zr,0,3
Fe Rh,0,2
Fe Rh Sb,0,3
Fe Rh Sb Ti,0,4
Fe Rh Sn,0,3
Fe Rh Y,0,3
Fe Ru,0,2
Fe Ru Sb,0,3
Fe Ru Sc,0,3
Fe Ru Sm,0,3
Fe Ru Sn,0,3
Fe Ru Sn Ti,0,4
Fe Ru Sn V,0,4
Fe Ru V,0,3
Fe Ru Y,0,3
Fe Sb,0,2
Fe Sb Sc,0,3
Fe Sb Sm,0,3
Fe Sb Sn,0,3
Fe Sb Sr,0,3
Fe Sb Tb,0,3
Fe Sb Ti,0,3
Fe Sb Tm,0,3
Fe Sb U,0,3
Fe Sb V,0,3
Fe Sb Y,0,3
Fe Sb Yb,0,3
Fe Sb Zn,0,3
Fe Sb Zr,0,3
Fe Sc,0,2
Fe Sc Sn,0,3
Fe Sc Ta,0,3
Fe Sc Th,0,3
Fe Sc Ti,0,3
Fe Sc Y,0,3
Fe Sc Zr,0,3
Fe Sm,0,2
Fe Sm Sn,0,3
Fe Sm Tb,0,3
Fe Sm Ti,0,3
Fe Sm Ti V,0,4
Fe Sm V,0,3
Fe Sm W,0,3
Fe Sm Y,0,3
Fe Sm Zn,0,3
Fe Sm Zr,0,3
Fe Sn,0,2
Fe Sn Ta,0,3
Fe Sn Tb,0,3
Fe Sn Th,0,3
Fe Sn Ti,0,3
Fe Sn Tm,0,3
Fe Sn U,0,3
Fe Sn V,0,3
Fe Sn Y,0,3
Fe Sn Yb,0,3
Fe Sn Zr,0,3
Fe Ta,0,2
Fe Ta Ti,0,3
Fe Ta W,0,3
Fe Ta Zr,0,3
Fe Tb,0,2
Fe Tb Ti,0,3
Fe Tb V,0,3
Fe Tb W,0,3
Fe Tb Y,0,3
Fe Tb Zn,0,3
Fe Tc,0,2
Fe Th,0,2
Fe Th Y,0,3
Fe Ti,0,2
Fe Ti Tm,0,3
Fe Ti U,0,3
Fe Ti V,0,3
Fe Ti Y,0,3
Fe Ti Zr,0,3
Fe Tm,0,2
Fe Tm V,0,3
Fe U,0,2
Fe U Zn,0,3
Fe V,0,2
Fe V Y,0,3
Fe V Zr,0,3
Fe W,0,2
Fe W Y,0,3
Fe Y,0,2
Fe Y Zr,0,3
Fe Yb,0,2
Fe Zn,0,2
Fe Zn Zr,0,3
Fe Zr,0,2
Ga Gd,0,2
Ga Gd Ge,0,3
Ga Gd Ge Mn,0,4
Ga Gd Ge Ni,0,4
Ga Gd In Ni,0,4
Ga Gd In Pt,0,4
Ga Gd Mg,0,3
Ga Gd Mn,0,3
Ga Gd Ni,0,3
Ga Gd Pd,0,3
Ga Gd Pt,0,3
Ga Gd Rh,0,3
Ga Gd Ru,0,3
Ga Gd U,0,3
Ga Gd Zn,0,3
Ga Ge,0,2
Ga Ge Ho Mn,0,4
Ga Ge Ho Ni,0,4
Ga Ge Ir,0,3
Ga Ge K,0,3
Ga Ge La,0,3
Ga Ge Li,0,3
Ga Ge Lu Mn,0,4
Ga Ge Mn,0,3
Ga Ge Mn Sc,0,4
Ga Ge Mn Tb,0,4
Ga Ge Mn Tm,0,4
Ga Ge Mn Y,0,4
Ga Ge Mn Yb,0,4
Ga Ge Mo,0,3
Ga Ge Na,0,3
Ga Ge Nb,0,3
Ga Ge Ni,0,3
Ga Ge Ni Sm,0,4
Ga Ge Ni Y,0,4
Ga Ge Pd,0,3
Ga Ge Pt,0,3
Ga Ge Rb,0,3
Ga Ge Re,0,3
Ga Ge Rh,0,3
Ga Ge Sb,0,3
Ga Ge Sm,0,3
Ga Ge Sr,0,3
Ga Ge Tb,0,3
Ga Ge Th,0,3
Ga Ge Ti,0,3
Ga Ge Tm,0,3
Ga Ge U,0,3
Ga Ge V,0,3
Ga Ge Y,0,3
Ga Ge Yb,0,3
Ga Ge Zr,0,3
Ga Hf,0,2
Ga Hf Mn,0,3
Ga Hf Nb,0,3
Ga Hf Ni,0,3
Ga Hf Pd,0,3
Ga Hf Pd Pt,0,4
Ga Hf Pt,0,3
Ga Hf Rh,0,3
Ga Hf Rh Zr,0,4
Ga Hf Ru,0,3
Ga Hf Sb,0,3
Ga Hf Sc,0,3
Ga Hf Sn,0,3
Ga Hf Ti,0,3
Ga Hf V,0,3
Ga Hf Zn,0,3
Ga Hf Zr,0,3
Ga Hg K,0,3
Ga Hg Mg,0,3
Ga Hg Rb,0,3
Ga Ho,0,2
Ga Ho Ir,0,3
Ga Ho Mn,0,3
Ga Ho Ni,0,3
Ga Ho Pd,0,3
Ga Ho Pt,0,3
Ga Ho Rh,0,3
Ga Ho Ru,0,3
Ga Ho Sb,0,3
Ga Ho Ti,0,3
Ga Ho Zn,0,3
Ga In,0,2
Ga In K,0,3
Ga In Na,0,3
Ga In Pt Tb,0,4
Ga In Pt Tm,0,4
Ga In Rb,0,3
Ga In Sb,0,3
Ga In Sr,0,3
Ga In Ti,0,3
Ga Ir,0,2
Ga Ir Li,0,3
Ga Ir Lu,0,3
Ga Ir Mn,0,3
Ga Ir Nb,0,3
Ga Ir Sc,0,3
Ga Ir Sm,0,3
Ga Ir Sn,0,3
Ga Ir Sr,0,3
Ga Ir Ta,0,3
Ga Ir Tb,0,3
Ga Ir Th,0,3
Ga Ir Ti,0,3
Ga Ir Tm,0,3
Ga Ir U,0,3
Ga Ir Y,0,3
Ga Ir Yb,0,3
Ga Ir Zr,0,3
Ga K,0,2
Ga K Li,0,3
Ga K Na,0,3
Ga K Na Sb,0,4
Ga K Sb,0,3
Ga K Sn,0,3
Ga La,0,2
Ga La Li,0,3
Ga La Mg,0,3
Ga La Mn Sb,0,4
Ga La Mo,0,3
Ga La Ni,0,3
Ga La Pd,0,3
Ga La Pt,0,3
Ga La Rh,0,3
Ga La Ru,0,3
Ga La Sb,0,3
Ga La Sb Sn,0,4
Ga La Zn,0,3
Ga Li,0,2
Ga Li Mg,0,3
Ga Li Na,0,3
Ga Li Nd,0,3
Ga Li Ni Zr,0,4
Ga Li Pd,0,3
Ga Li Pr,0,3
Ga Li Pt,0,3
Ga Li Rh,0,3
Ga Li Ru,0,3
Ga Li Sn,0,3
Ga Li Sr,0,3
Ga Li Y,0,3
Ga Li Zn,0,3
Ga Lu,0,2
Ga Lu Mn,0,3
Ga Lu Ni,0,3
Ga Lu Pd,0,3
Ga Lu Pt,0,3
Ga Lu Rh,0,3
Ga Lu Ti,0,3
Ga Lu Y,0,3
Ga Mg,0,2
Ga Mg Na,0,3
Ga Mg Nd,0,3
Ga Mg Ni,0,3
Ga Mg Pd,0,3
Ga Mg Pr,0,3
Ga Mg Sc,0,3
Ga Mg Sm,0,3
Ga Mg Ti,0,3
Ga Mg Tm,0,3
Ga Mg V,0,3
Ga Mg Y,0,3
Ga Mg Yb,0,3
Ga Mn,0,2
Ga Mn Nb,0,3
Ga Mn Nd,0,3
Ga Mn Ni,0,3
Ga Mn Ni Pt,0,4
Ga Mn Ni Zn,0,4
Ga Mn Os,0,3
Ga Mn Pd,0,3
Ga Mn Pr,0,3
Ga Mn Pt,0,3
Ga Mn Rh,0,3
Ga Mn Ru,0,3
Ga Mn Sb,0,3
Ga Mn Sc,0,3
Ga Mn Sm,0,3
Ga Mn Sn Tm,0,4
Ga Mn Sn Zr,0,4
Ga Mn Tb,0,3
Ga Mn Ti,0,3
Ga Mn Tm,0,3
Ga Mn V,0,3
Ga Mn Y,0,3
Ga Mn Yb,0,3
Ga Mn Zn,0,3
Ga Mn Zr,0,3
Ga Mo,0,2
Ga Mo Ni,0,3
Ga Mo Pr,0,3
Ga Mo Sb,0,3
Ga Mo Sc,0,3
Ga Mo Sn,0,3
Ga Mo Ta,0,3
Ga Mo W,0,3
Ga Mo Y,0,3
Ga Mo Zn,0,3
Ga Na,0,2
Ga Na Ni,0,3
Ga Na Rb,0,3
Ga Na Sb,0,3
Ga Na Sn,0,3
Ga Na Zn,0,3
Ga Nb,0,2
Ga Nb Ni,0,3
Ga Nb Pt,0,3
Ga Nb Rh,0,3
Ga Nb Sb,0,3
Ga Nb Sn,0,3
Ga Nb Ti,0,3
Ga Nb V,0,3
Ga Nb Zn,0,3
Ga Nb Zr,0,3
Ga Nd,0,2
Ga Nd Ni,0,3
Ga Nd Pd,0,3
Ga Nd Pt,0,3
Ga Nd Rh,0,3
Ga Nd Sb,0,3
Ga Nd Zn,0,3
Ga Ni,0,2
Ga Ni Pd,0,3
Ga Ni Pr,0,3
Ga Ni Pt,0,3
Ga Ni Pu,0,3
Ga Ni Sb,0,3
Ga Ni Sc,0,3
Ga Ni Sm,0,3
Ga Ni Sn,0,3
Ga Ni Sr,0,3
Ga Ni Ta,0,3
Ga Ni Tb,0,3
Ga Ni Th,0,3
Ga Ni Ti,0,3
Ga Ni Tm,0,3
Ga Ni U,0,3
Ga Ni V,0,3
