phases,leaf,mat2vec
Be Ni Sc,3.602,2.771
Be Cu Sc,3.688,2.753
Be Sc Zn,3.607,3.01
Be Ga Sc,3.648,3.49
Be Rb Sc,3.739,4.708
Be Sc Sr,3.79,3.705
Be Sc Y,3.685,3.109
Be Sc Zr,3.658,3.175
Be Nb Sc,3.772,3.545
Be Mo Sc,3.801,3.332
Ag Be Sc,3.898,3.362
Be Cd Sc,3.611,3.725
Be In Sc,3.606,3.363
Be Sc Sn,3.591,3.112
Be Cs Sc,3.859,4.149
Ba Be Sc,3.733,3.51
Be Hf Sc,3.849,3.974
Be Sc Ta,3.656,3.661
Be Sc W,3.894,3.934
Be Os Sc,3.816,4.715
Be Ir Sc,3.928,4.055
Be Pt Sc,3.701,3.608
Au Be Sc,3.688,3.413
Be Hg Sc,3.704,4.347
Be Sc Tl,3.773,4.398
Be Pb Sc,3.739,3.386
Be Bi Sc,3.819,3.396
Be Ti V,3.738,3.538
Be Cr Ti,3.826,2.62
Be Mn Ti,3.786,2.581
Be Fe Ti,3.917,2.185
Be Co Ti,3.718,2.442
Be Ni Ti,3.68,2.257
Be Ti Zn,3.685,2.51
Be Rb Ti,3.816,4.288
Be Sr Ti,3.866,3.241
Be Ti Y,3.762,2.614
Be Mo Ti,3.877,2.85
Ag Be Ti,3.972,2.881
Be Cd Ti,3.69,3.262
Be In Ti,3.685,2.883
Be Sn Ti,3.67,2.618
Be Cs Ti,3.934,3.705
Ba Be Ti,3.81,3.037
Be Hf Ti,3.924,3.523
Be Ti W,3.968,3.481
Be Os Ti,3.891,4.296
Be Ir Ti,4.002,3.608
Be Pt Ti,3.778,3.139
Au Be Ti,3.766,2.935
Be Hg Ti,3.781,3.912
Be Ti Tl,3.849,3.966
Be Pb Ti,3.816,2.907
Be Bi Ti,3.894,2.916
Be Cr V,3.704,3.56
Be Mn V,3.662,3.525
Be Fe V,3.797,3.168
Be Co V,3.593,3.399
Be Ni V,3.554,3.233
Be Cu V,3.642,3.216
Be V Zn,3.559,3.46
Be Ga V,3.601,3.919
Be Rb V,3.693,5.091
Be Sr V,3.745,4.126
Be V Y,3.638,3.555
Be V Zr,3.611,3.618
Be Nb V,3.727,3.972
Be Mo V,3.756,3.768
Ag Be V,3.853,3.797
Be Cd V,3.564,4.145
Be In V,3.559,3.798
Be Sn V,3.544,3.558
Be Cs V,3.814,4.552
Ba Be V,3.687,3.939
Be Hf V,3.804,4.384
Be Ta V,3.61,4.084
Be V W,3.849,4.345
Be Os V,3.77,5.099
Be Ir V,3.884,4.462
Be Pt V,3.654,4.032
Au Be V,3.642,3.846
Be Hg V,3.658,4.743
Be Tl V,3.727,4.793
Be Pb V,3.693,3.82
Be Bi V,3.773,3.829
Be Cr Mn,3.752,2.605
Be Cr Fe,3.884,2.21
Be Co Cr,3.683,2.466
Be Cr Cu,3.731,2.263
Be Cr Zn,3.651,2.534
Be Cr Ga,3.691,3.038
Be Cr Rb,3.782,4.308
Be Cr Sr,3.833,3.264
Be Cr Y,3.728,2.638
Be Cr Zr,3.702,2.708
Ag Be Cr,3.94,2.905
Be Cd Cr,3.656,3.284
Be Cr In,3.65,2.906
Be Cr Sn,3.636,2.642
Be Cr Cs,3.901,3.727
Ba Be Cr,3.776,3.06
Be Cr Hf,3.891,3.545
Be Cr Ta,3.7,3.218
Be Cr W,3.935,3.502
Be Cr Os,3.858,4.316
Be Cr Ir,3.969,3.629
Be Cr Pt,3.744,3.162
Au Be Cr,3.732,2.958
Be Cr Hg,3.747,3.933
Be Cr Tl,3.816,3.986
Be Cr Pb,3.782,2.93
Be Bi Cr,3.861,2.939
Be Fe Mn,3.844,2.17
Be Mn Ni,3.604,2.242
Be Cu Mn,3.69,2.223
Be Mn Zn,3.608,2.495
Be Ga Mn,3.65,3.001
Be Mn Rb,3.741,4.275
Be Mn Sr,3.792,3.228
Be Mn Y,3.687,2.6
Be Mn Zr,3.66,2.67
Be Mn Nb,3.774,3.059
Be Mn Mo,3.803,2.835
Ag Be Mn,3.9,2.867
Be Cd Mn,3.613,3.248
Be In Mn,3.608,2.868
Be Mn Sn,3.593,2.603
Be Cs Mn,3.861,3.692
Ba Be Mn,3.735,3.023
Be Hf Mn,3.851,3.51
Be Mn Ta,3.658,3.182
Be Mn W,3.896,3.467
Be Mn Os,3.817,4.283
Be Ir Mn,3.93,3.594
Be Mn Pt,3.702,3.125
Au Be Mn,3.69,2.921
Be Hg Mn,3.706,3.899
Be Mn Tl,3.775,3.953
Be Mn Pb,3.741,2.892
Be Bi Mn,3.821,2.902
Be Co Fe,3.776,2.023
Be Fe Ni,3.739,1.83
Be Cu Fe,3.824,1.81
Be Fe Zn,3.744,2.095
Be Fe Ga,3.784,2.624
Be Fe Rb,3.874,3.944
Be Fe Sr,3.923,2.859
Be Fe Y,3.82,2.204
Be Fe Zr,3.794,2.278
Be Fe Nb,3.906,2.684
Be Fe Mo,3.934,2.451
Ag Be Fe,4.028,2.484
Be Cd Fe,3.749,2.881
Be Fe In,3.744,2.485
Be Fe Sn,3.729,2.208
Be Cs Fe,3.991,3.342
Ba Be Fe,3.867,2.646
Be Fe Hf,3.98,3.153
Be Fe Ta,3.793,2.812
Be Fe W,4.024,3.108
Be Fe Os,3.948,3.953
Be Fe Ir,4.058,3.24
Be Fe Pt,3.836,2.753
Au Be Fe,3.824,2.54
Be Fe Hg,3.839,3.556
Be Fe Tl,3.907,3.612
Be Fe Pb,3.874,2.51
Be Bi Fe,3.951,2.52
Be Co Ni,3.533,2.097
Be Co Cu,3.621,2.078
Be Co Zn,3.538,2.354
Be Co Ga,3.58,2.868
Be Co Rb,3.673,4.158
Be Co Sr,3.724,3.098
Be Co Y,3.617,2.46
Be Co Zr,3.59,2.531
Be Co Nb,3.706,2.927
Be Co Mo,3.735,2.7
Ag Be Co,3.833,2.732
Be Cd Co,3.543,3.119
Be Co In,3.538,2.733
Be Co Sn,3.523,2.464
Be Co Cs,3.794,3.568
Ba Be Co,3.666,2.89
Be Co Hf,3.783,3.384
Be Co Ta,3.589,3.051
Be Co W,3.829,3.34
Be Co Os,3.75,4.166
Be Co Ir,3.864,3.469
Be Co Pt,3.633,2.994
Au Be Co,3.621,2.787
Be Co Hg,3.637,3.777
Be Co Tl,3.707,3.832
Be Co Pb,3.673,2.757
Be Bi Co,3.753,2.767
Be Cu Ni,3.583,1.885
Be Ga Ni,3.541,2.692
Be Ni Rb,3.635,4.004
Be Ni Sr,3.687,2.926
Be Ni Y,3.579,2.276
Be Ni Zr,3.552,2.349
Be Nb Ni,3.669,2.752
Be Mo Ni,3.698,2.521
Ag Be Ni,3.797,2.554
Be Cd Ni,3.504,2.948
Be In Ni,3.499,2.555
Be Ni Sn,3.484,2.28
Be Cs Ni,3.757,3.405
Ba Be Ni,3.628,2.715
Be Hf Ni,3.747,3.218
Be Ni Ta,3.55,2.879
Be Ni W,3.792,3.173
Be Ni Os,3.713,4.013
Be Ir Ni,3.827,3.304
Be Ni Pt,3.596,2.821
Au Be Ni,3.583,2.609
Be Hg Ni,3.599,3.618
Be Ni Tl,3.669,3.673
Be Ni Pb,3.635,2.58
Be Bi Ni,3.716,2.59
Be Cu Ga,3.629,2.674
Be Cu Rb,3.721,3.989
Be Cu Sr,3.772,2.909
Be Cu Mo,3.783,2.502
Ag Be Cu,3.88,2.535
Be Cd Cu,3.592,2.93
Be Cu Sn,3.572,2.261
Be Cs Cu,3.841,3.388
Ba Be Cu,3.714,2.697
Be Cu W,3.876,3.156
Be Cu Os,3.797,3.997
Be Cu Ir,3.91,3.288
Be Cu Pt,3.682,2.803
Au Be Cu,3.67,2.591
Be Cu Hg,3.685,3.601
Be Cu Tl,3.755,3.657
Be Cu Pb,3.721,2.561
Be Bi Cu,3.801,2.572
Be Ga Zn,3.546,2.933
Be Rb Zn,3.64,4.215
Be Sr Zn,3.692,3.161
Be Y Zn,3.584,2.528
Be Zn Zr,3.557,2.599
Be Nb Zn,3.674,2.991
Be Mo Zn,3.703,2.766
Ag Be Zn,3.802,2.798
Be Cd Zn,3.509,3.182
Be In Zn,3.504,2.799
Be Sn Zn,3.489,2.532
Be Cs Zn,3.762,3.629
Ba Be Zn,3.633,2.955
Be Hf Zn,3.751,3.446
Be Ta Zn,3.555,3.115
Be W Zn,3.797,3.402
Be Os Zn,3.718,4.223
Be Ir Zn,3.832,3.53
Be Pt Zn,3.6,3.058
Au Be Zn,3.588,2.852
Be Hg Zn,3.604,3.837
Be Tl Zn,3.674,3.891
Be Pb Zn,3.64,2.823
Be Bi Zn,3.721,2.833
Be Ga Rb,3.681,4.643
Be Ga Sr,3.732,3.634
Be Ga Y,3.626,3.033
Be Ga Zr,3.598,3.099
Be Ga Nb,3.714,3.472
Be Ga Mo,3.743,3.258
Ag Be Ga,3.841,3.288
Be Cd Ga,3.551,3.654
Be Ga In,3.546,3.289
Be Ga Sn,3.531,3.036
Be Cs Ga,3.802,4.08
Ba Be Ga,3.674,3.437
Be Ga Hf,3.791,3.905
Be Ga Ta,3.597,3.59
Be Ga W,3.837,3.864
Be Ga Os,3.758,4.65
Be Ga Ir,3.871,3.986
Be Ga Pt,3.642,3.535
Au Be Ga,3.629,3.34
Be Ga Hg,3.645,4.279
Be Ga Tl,3.715,4.331
Be Ga Pb,3.681,3.312
Be Bi Ga,3.761,3.322
Be Rb Sr,3.822,4.836
Be Rb Y,3.718,4.303
Be Rb Zr,3.691,4.362
Be Nb Rb,3.805,4.692
Be Mo Rb,3.833,4.502
Ag Be Rb,3.93,4.529
Be Cd Rb,3.645,4.854
Be In Rb,3.639,4.53
Be Rb Sn,3.625,4.306
Be Cs Rb,3.891,5.236
Ba Be Rb,3.766,4.661
Be Hf Rb,3.881,5.078
Be Rb Ta,3.69,4.796
Be Rb W,3.925,5.042
Be Os Rb,3.848,5.752
Be Ir Rb,3.959,5.151
Be Pt Rb,3.733,4.748
Au Be Rb,3.721,4.574
Be Hg Rb,3.737,5.416
Be Rb Tl,3.805,5.463
Be Pb Rb,3.772,4.55
Be Bi Rb,3.851,4.558
Be Sr Y,3.769,3.258
Be Sr Zr,3.742,3.323
Be Nb Sr,3.855,3.688
Be Mo Sr,3.883,3.478
Ag Be Sr,3.979,3.508
Be Cd Sr,3.697,3.865
Be In Sr,3.691,3.509
Be Sn Sr,3.677,3.262
Be Cs Sr,3.94,4.284
Ba Be Sr,3.816,3.654
Be Hf Sr,3.93,4.112
Be Sr Ta,3.741,3.803
Be Sr W,3.974,4.071
Be Os Sr,3.897,4.843
Be Ir Sr,4.008,4.191
Be Pt Sr,3.784,3.75
Au Be Sr,3.772,3.558
Be Hg Sr,3.788,4.479
Be Sr Tl,3.856,4.53
Be Pb Sr,3.822,3.532
Be Bi Sr,3.901,3.541
Be Y Zr,3.636,2.702
Be Nb Y,3.751,3.09
Be Mo Y,3.779,2.867
Ag Be Y,3.877,2.899
Be Cd Y,3.589,3.279
Be In Y,3.584,2.9
Be Sn Y,3.569,2.636
Be Cs Y,3.838,3.722
Ba Be Y,3.711,3.054
Be Hf Y,3.827,3.54
Be Ta Y,3.634,3.213
Be W Y,3.873,3.497
Be Os Y,3.794,4.311
Be Ir Y,3.907,3.624
Au Be Y,3.666,2.953
Be Hg Y,3.682,3.928
Be Tl Y,3.751,3.982
Be Pb Y,3.718,2.924
Be Bi Y,3.797,2.934
Be Nb Zr,3.724,3.157
Be Mo Zr,3.753,2.935
Ag Be Zr,3.851,2.967
Be Cd Zr,3.562,3.344
Be In Zr,3.556,2.968
Be Sn Zr,3.541,2.705
Be Cs Zr,3.812,3.784
Ba Be Zr,3.684,3.121
Be Hf Zr,3.801,3.603
Be Ta Zr,3.607,3.278
Be W Zr,3.847,3.561
Be Os Zr,3.768,4.37
Be Ir Zr,3.881,3.687
Be Pt Zr,3.652,3.222
Au Be Zr,3.64,3.02
Be Hg Zr,3.655,3.989
Be Tl Zr,3.725,4.042
Be Pb Zr,3.691,2.992
Be Bi Zr,3.771,3.001
Ag Be Nb,3.961,3.344
Be Cd Nb,3.678,3.708
Be In Nb,3.673,3.345
Be Nb Sn,3.659,3.094
Be Cs Nb,3.923,4.132
Ba Be Nb,3.798,3.493
Be Hf Nb,3.913,3.958
Be Nb Ta,3.723,3.644
Be Nb W,3.957,3.917
Be Nb Os,3.88,4.7
Be Ir Nb,3.991,4.038
Be Nb Pt,3.767,3.59
Au Be Nb,3.754,3.395
Be Hg Nb,3.77,4.33
Be Nb Tl,3.838,4.382
Be Nb Pb,3.805,3.368
Be Bi Nb,3.883,3.378
Ag Be Mo,3.989,3.127
Be Cd Mo,3.708,3.499
Be In Mo,3.702,3.129
Be Mo Sn,3.688,2.871
Be Cs Mo,3.951,3.932
Ba Be Mo,3.827,3.279
Be Hf Mo,3.941,3.754
Be Mo W,3.985,3.712
Be Mo Os,3.908,4.51
Be Ir Mo,4.018,3.836
Be Mo Pt,3.795,3.379
Au Be Mo,3.783,3.18
Be Hg Mo,3.799,4.134
Be Mo Tl,3.866,4.186
Be Mo Pb,3.833,3.152
Be Bi Mo,3.911,3.161
Ag Be Cd,3.806,3.528
Ag Be In,3.801,3.159
Ag Be Sn,3.787,2.902
Ag Be Cs,4.045,3.96
Ag Ba Be,3.923,3.309
Ag Be Hf,4.035,3.783
Ag Be Ta,3.85,3.463
Ag Be W,4.079,3.741
Ag Be Os,4.003,4.537
Ag Be Ir,4.112,3.865
Ag Be Pt,3.892,3.409
Ag Au Be,3.88,3.21
Ag Be Hg,3.896,4.161
Ag Be Tl,3.962,4.214
Ag Be Pb,3.93,3.183
Ag Be Bi,4.006,3.192
Be Cd In,3.509,3.529
Be Cd Sn,3.494,3.282
Be Cd Cs,3.767,4.302
Ba Be Cd,3.638,3.674
Be Cd Hf,3.756,4.131
Be Cd Ta,3.56,3.822
Be Cd W,3.802,4.09
Be Cd Os,3.722,4.861
Be Cd Ir,3.837,4.21
Be Cd Pt,3.605,3.77
Au Be Cd,3.593,3.578
Be Cd Hg,3.609,4.497
Be Cd Tl,3.679,4.548
Be Cd Pb,3.645,3.552
Be Bi Cd,3.726,3.561
Be In Sn,3.488,2.904
Be Cs In,3.762,3.961
Ba Be In,3.633,3.31
Be Hf In,3.751,3.784
Be In Ta,3.555,3.465
Be In W,3.797,3.742
Be In Os,3.717,4.538
Be In Ir,3.832,3.866
Be In Pt,3.6,3.41
Au Be In,3.587,3.211
Be Hg In,3.603,4.162
Be In Tl,3.674,4.215
Be In Pb,3.639,3.184
Be Bi In,3.72,3.193
Be Cs Sn,3.747,3.725
Ba Be Sn,3.618,3.058
Be Hf Sn,3.737,3.543
Be Sn Ta,3.54,3.216
Be Sn W,3.783,3.5
Be Os Sn,3.703,4.314
Be Ir Sn,3.817,3.627
Be Pt Sn,3.585,3.16
Au Be Sn,3.573,2.956
Be Hg Sn,3.589,3.931
Be Sn Tl,3.659,3.984
Be Pb Sn,3.625,2.927
Be Bi Sn,3.706,2.937
Ba Be Cs,3.885,4.1
Be Cs Hf,3.997,4.539
Be Cs Ta,3.811,4.242
Be Cs W,4.041,4.5
Be Cs Os,3.965,5.243
Be Cs Ir,4.074,4.615
Be Cs Pt,3.853,4.191
Au Be Cs,3.842,4.008
Be Cs Hg,3.857,4.892
Be Cs Tl,3.924,4.941
Be Cs Pb,3.891,3.982
Be Bi Cs,3.968,3.991
Ba Be Hf,3.874,3.925
Ba Be Ta,3.683,3.61
Ba Be W,3.919,3.884
Ba Be Os,3.841,4.669
Ba Be Ir,3.953,4.006
Ba Be Pt,3.727,3.556
Au Ba Be,3.715,3.361
Ba Be Hg,3.73,4.298
Ba Be Tl,3.799,4.35
Ba Be Pb,3.766,3.333
Ba Be Bi,3.844,3.343
Be Hf Ta,3.8,4.07
Be Hf W,4.031,4.332
Be Hf Os,3.955,5.086
Be Hf Ir,4.064,4.448
Be Hf Pt,3.843,4.018
Au Be Hf,3.831,3.832
Be Hf Hg,3.846,4.73
Be Hf Tl,3.913,4.78
Be Hf Pb,3.881,3.806
Be Bi Hf,3.958,3.815
Be Ta W,3.845,4.029
Be Os Ta,3.766,4.804
Be Ir Ta,3.88,4.15
Be Pt Ta,3.65,3.706
Au Be Ta,3.638,3.514
Be Hg Ta,3.654,4.438
Be Ta Tl,3.724,4.49
Be Pb Ta,3.69,3.487
Be Bi Ta,3.77,3.496
Be Os W,3.999,5.049
Be Ir W,4.108,4.409
Be Pt W,3.888,3.977
Au Be W,3.876,3.79
Be Hg W,3.891,4.691
Be Tl W,3.958,4.742
Be Pb W,3.925,3.764
Be Bi W,4.002,3.773
Be Ir Os,4.032,5.159
Be Os Pt,3.81,4.756
Au Be Os,3.798,4.582
Be Hg Os,3.813,5.423
Be Os Tl,3.881,5.47
Be Os Pb,3.848,4.558
Be Bi Os,3.925,4.566
Be Ir Pt,3.922,4.098
Au Be Ir,3.91,3.913
Be Hg Ir,3.926,4.805
Be Ir Tl,3.992,4.854
Be Ir Pb,3.959,3.887
Be Bi Ir,4.036,3.896
Au Be Pt,3.682,3.459
Be Hg Pt,3.698,4.389
Be Pt Tl,3.767,4.44
Be Pb Pt,3.733,3.432
Be Bi Pt,3.813,3.442
Au Be Hg,3.686,4.209
Au Be Tl,3.755,4.261
Au Be Pb,3.721,3.235
Au Be Bi,3.801,3.244
Be Hg Tl,3.771,5.125
Be Hg Pb,3.737,4.184
Be Bi Hg,3.816,4.192
Be Pb Tl,3.806,4.236
Be Bi Tl,3.884,4.245
Be Bi Pb,3.851,3.216
Al Mg Na,3.217,2.422
K Mg Na,4.362,3.368
Ca Mg Na,3.707,3.236
Mg Na Sc,3.24,3.191
Mg Na Ti,3.324,2.701
Mg Na V,3.189,3.633
Cr Mg Na,3.287,2.725
Mg Mn Na,3.242,2.687
Fe Mg Na,3.388,2.295
Co Mg Na,3.166,2.549
Mg Na Ni,3.124,2.367
Cu Mg Na,3.219,2.348
Mg Na Zn,3.129,2.616
Mg Na Rb,3.276,4.376
Mg Na Sr,3.331,3.34
Mg Na Y,3.215,2.719
Mg Na Zr,3.186,2.788
Mg Na Nb,3.312,3.173
Mg Mo Na,3.343,2.952
Ag Mg Na,3.449,2.983
Cd Mg Na,3.135,3.36
In Mg Na,3.129,2.985
Cs Mg Na,3.407,3.799
Ba Mg Na,3.268,3.137
Hf Mg Na,3.395,3.619
Mg Na Ta,3.184,3.294
Mg Na W,3.445,3.576
Mg Na Os,3.359,4.384
Ir Mg Na,3.482,3.702
Mg Na Pt,3.233,3.238
Au Mg Na,3.22,3.036
Hg Mg Na,3.237,4.004
Mg Na Tl,3.313,4.057
Al K Na,4.384,2.971
Al Ca Na,3.731,2.833
Al Na Sc,3.267,2.787
Al Na Ti,3.351,2.274
Al Na V,3.216,3.247
Al Cr Na,3.314,2.298
Al Mn Na,3.269,2.258
Al Fe Na,3.414,1.847
Al Co Na,3.194,2.113
Al Na Ni,3.152,1.922
Al Cu Na,3.247,1.902
Al Na Zn,3.157,2.184
Al Na Rb,3.303,4.018
Al Na Sr,3.358,2.941
Al Na Y,3.243,2.293
Al Na Zr,3.214,2.365
Al Na Nb,3.339,2.767
Al Mo Na,3.37,2.536
Ag Al Na,3.475,2.569
Al Cd Na,3.163,2.963
Al In Na,3.157,2.57
Al Cs Na,3.433,3.419
Al Ba Na,3.296,2.73
Al Hf Na,3.422,3.232
Al Na Ta,3.212,2.894
Al Na W,3.471,3.188
Al Na Os,3.386,4.026
Al Ir Na,3.508,3.319
Al Na Pt,3.26,2.836
Al Hg Na,3.264,3.632
Al Na Tl,3.34,3.687
Al Na Pb,3.303,2.595
Al Bi Na,3.389,2.605
Ca K Na,4.783,3.741
K Na Sc,4.403,3.698
K Na Ti,4.471,3.234
K Na V,4.362,4.119
Cr K Na,4.441,3.257
K Mn Na,4.404,3.221
Fe K Na,4.522,2.852
Co K Na,4.344,3.09
K Na Ni,4.31,2.919
Cu K Na,4.386,2.901
K Na Zn,4.315,3.154
K Na Rb,4.432,4.83
K Na Sr,4.477,3.839
K Na Y,4.383,3.251
K Na Zr,4.36,3.317
K Na Nb,4.461,3.681
K Mo Na,4.486,3.472
Ag K Na,4.572,3.501
Cs K Na,4.538,4.277
Ba K Na,4.426,3.647
Hf K Na,4.528,4.105
K Na Ta,4.359,3.796
K Na W,4.568,4.065
K Na Os,4.499,4.837
Ir K Na,4.599,4.185
K Na Pt,4.398,3.743
Au K Na,4.387,3.552
K Na Pb,4.432,3.525
Bi K Na,4.502,3.534
Ca Na Sc,3.752,3.571
Ca Na Ti,3.829,3.101
Ca Na V,3.706,3.997
Ca Cr Na,3.795,3.123
Ca Mn Na,3.754,3.087
Ca Fe Na,3.886,2.713
Ca Co Na,3.686,2.955
Ca Na Ni,3.648,2.781
Ca Cu Na,3.734,2.763
Ca Na Zn,3.653,3.019
Ca Ga Na,3.694,3.499
Ca Na Rb,3.785,4.715
Ca Na Sr,3.835,3.714
Ca Na Y,3.73,3.118
Ca Na Zr,3.704,3.184
Ca Na Nb,3.817,3.553
Ca Mo Na,3.846,3.341
Ag Ca Na,3.942,3.371
Ca Cd Na,3.658,3.733
Ca In Na,3.652,3.372
Ca Cs Na,3.904,4.157
Ba Ca Na,3.778,3.519
Ca Hf Na,3.893,3.983
Ca Na Ta,3.702,3.67
Ca Na W,3.938,3.942
Ca Na Os,3.86,4.723
Ca Ir Na,3.972,4.063
Ca Na Pt,3.746,3.616
Au Ca Na,3.734,3.422
Ca Hg Na,3.75,4.355
Ca Na Tl,3.818,4.406
Ca Na Pb,3.785,3.395
Na Sc Ti,3.374,3.055
Na Sc V,3.239,3.956
Cr Na Sc,3.337,3.078
Mn Na Sc,3.292,3.041
Fe Na Sc,3.436,2.665
Co Na Sc,3.217,2.909
Na Ni Sc,3.175,2.734
Cu Na Sc,3.269,2.716
Na Sc Zn,3.181,2.973
Ga Na Sc,3.226,3.455
Na Rb Sc,3.325,4.677
Na Sc Sr,3.38,3.671
Na Sc Y,3.266,3.073
Na Sc Zr,3.237,3.139
Na Nb Sc,3.361,3.51
Mo Na Sc,3.392,3.297
Ag Na Sc,3.497,3.327
Cd Na Sc,3.186,3.691
In Na Sc,3.18,3.328
Na Sc Sn,3.164,3.076
Cs Na Sc,3.455,4.116
Ba Na Sc,3.318,3.476
Hf Na Sc,3.444,3.941
Na Sc Ta,3.235,3.627
Na Sc W,3.493,3.9
Na Os Sc,3.408,4.684
Ir Na Sc,3.53,4.022
Na Pt Sc,3.283,3.573
Au Na Sc,3.27,3.378
Hg Na Sc,3.287,4.314
Na Sc Tl,3.362,4.366
Na Pb Sc,3.325,3.351
Bi Na Sc,3.411,3.36
Na Ti V,3.324,3.504
Cr Na Ti,3.42,2.582
Mn Na Ti,3.375,2.543
Fe Na Ti,3.518,2.145
Co Na Ti,3.302,2.403
Na Ni Ti,3.261,2.218
Cu Na Ti,3.354,2.199
Na Ti Zn,3.266,2.471
Ga Na Ti,3.31,2.979
Na Rb Ti,3.409,4.255
Na Sr Ti,3.463,3.206
Na Ti Y,3.35,2.576
Na Ti Zr,3.321,2.646
Na Nb Ti,3.444,3.037
Mo Na Ti,3.474,2.813
Ag Na Ti,3.578,2.844
Cd Na Ti,3.272,3.226
In Na Ti,3.266,2.845
Na Sn Ti,3.25,2.579
Cs Na Ti,3.536,3.671
Ba Na Ti,3.402,3.0
Hf Na Ti,3.525,3.489
Na Ta Ti,3.32,3.16
Na Ti W,3.573,3.446
Na Os Ti,3.49,4.264
Ir Na Ti,3.609,3.573
Na Pt Ti,3.367,3.103
Au Na Ti,3.354,2.898
Hg Na Ti,3.371,3.878
Na Ti Tl,3.444,3.933
Na Pb Ti,3.409,2.87
Bi Na Ti,3.493,2.879
Cr Na V,3.287,3.525
Mn Na V,3.241,3.49
Fe Na V,3.388,3.132
Co Na V,3.165,3.364
Na Ni V,3.124,3.197
Cu Na V,3.219,3.18
Na V Zn,3.129,3.425
Ga Na V,3.175,3.886
Na Rb V,3.275,5.061
Na Sr V,3.331,4.093
Na V Y,3.215,3.52
Na V Zr,3.186,3.584
Na Nb V,3.312,3.939
Mo Na V,3.343,3.734
Ag Na V,3.449,3.763
Cd Na V,3.135,4.112
In Na V,3.129,3.764
Na Sn V,3.112,3.523
Cs Na V,3.407,4.521
Ba Na V,3.268,3.906
Hf Na V,3.395,4.353
Na Ta V,3.184,4.051
Na V W,3.444,4.313
Na Os V,3.359,5.069
Ir Na V,3.482,4.43
Na Pt V,3.233,3.999
Au Na V,3.219,3.812
Hg Na V,3.237,4.712
Na Tl V,3.312,4.762
Na Pb V,3.275,3.786
Bi Na V,3.362,3.795
Cr Mn Na,3.339,2.567
Cr Fe Na,3.482,2.17
Co Cr Na,3.264,2.427
Cr Na Ni,3.223,2.243
Cr Cu Na,3.317,2.224
Cr Na Zn,3.229,2.496
Cr Ga Na,3.273,3.002
Cr Na Rb,3.372,4.276
Cr Na Sr,3.427,3.228
Cr Na Y,3.313,2.6
Cr Na Zr,3.284,2.67
Cr Na Nb,3.407,3.059
Cr Mo Na,3.438,2.836
Ag Cr Na,3.542,2.868
Cd Cr Na,3.234,3.249
Cr In Na,3.228,2.869
Cr Na Sn,3.212,2.603
Cr Cs Na,3.501,3.693
Ba Cr Na,3.365,3.023
Cr Hf Na,3.489,3.51
Cr Na Ta,3.283,3.182
Cr Na W,3.538,3.468
Cr Na Os,3.454,4.284
Cr Ir Na,3.574,3.595
Cr Na Pt,3.33,3.126
Au Cr Na,3.317,2.921
Cr Hg Na,3.334,3.899
Cr Na Tl,3.408,3.953
Cr Na Pb,3.372,2.893
Bi Cr Na,3.457,2.903
Fe Mn Na,3.438,2.13
Co Mn Na,3.219,2.388
Mn Na Ni,3.177,2.202
Cu Mn Na,3.271,2.183
Mn Na Zn,3.183,2.456
Ga Mn Na,3.228,2.965
Mn Na Rb,3.327,4.243
Mn Na Sr,3.382,3.192
Mn Na Y,3.268,2.561
Mn Na Zr,3.239,2.631
Mn Na Nb,3.363,3.023
Mn Mo Na,3.394,2.798
Ag Mn Na,3.499,2.83
Cd Mn Na,3.188,3.213
In Mn Na,3.182,2.831
Mn Na Sn,3.166,2.565
Cs Mn Na,3.457,3.658
Ba Mn Na,3.32,2.986
Hf Mn Na,3.446,3.475
Mn Na Ta,3.237,3.146
Mn Na W,3.495,3.432
Mn Na Os,3.41,4.251
Ir Mn Na,3.531,3.56
Mn Na Pt,3.285,3.089
Au Mn Na,3.272,2.884
Hg Mn Na,3.289,3.866
Mn Na Tl,3.364,3.92
Mn Na Pb,3.327,2.855
Co Fe Na,3.365,1.982
Fe Na Ni,3.325,1.788
Cu Fe Na,3.417,1.768
Fe Na Zn,3.331,2.054
Fe Ga Na,3.374,2.586
Fe Na Rb,3.471,3.911
Fe Na Sr,3.524,2.822
Fe Na Y,3.413,2.164
Fe Na Zr,3.385,2.238
Fe Na Nb,3.506,2.646
Fe Mo Na,3.536,2.412
Ag Fe Na,3.638,2.445
Cd Fe Na,3.336,2.844
Fe In Na,3.33,2.446
Fe Na Sn,3.315,2.168
Cs Fe Na,3.597,3.306
Ba Fe Na,3.464,2.608
Fe Hf Na,3.586,3.117
Fe Na Ta,3.383,2.774
Fe Na W,3.633,3.072
Fe Na Os,3.551,3.92
Fe Ir Na,3.669,3.205
Fe Na Pt,3.43,2.715
Au Fe Na,3.417,2.501
Fe Hg Na,3.434,3.521
Fe Na Tl,3.506,3.577
Fe Na Pb,3.471,2.471
Bi Fe Na,3.555,2.482
Co Na Ni,3.1,2.056
Co Cu Na,3.196,2.037
Co Na Zn,3.106,2.315
Co Ga Na,3.151,2.831
Co Na Rb,3.253,4.125
Co Na Sr,3.309,3.061
Co Na Y,3.192,2.421
Co Na Zr,3.163,2.493
Co Na Nb,3.289,2.89
Co Mo Na,3.321,2.662
Ag Co Na,3.427,2.694
Cd Co Na,3.111,3.082
Co In Na,3.105,2.695
