phases,scores,norm
Cr Hf Ni,137.891,2.115
Cr Ni Os,152.368,3.004
Cr Ir Ni,139.488,2.213
Cr Ni Pt,130.542,1.663
Au Cr Ni,126.59,1.421
Cr Hg Ni,145.215,2.565
Cr Ni Tl,146.225,2.627
Cr Ni Pb,126.033,1.386
Bi Cr Ni,126.225,1.398
Cr Cu Zn,117.869,0.885
Cr Cu Ga,127.81,1.495
Cr Cu Rb,151.932,2.977
Cr Cu Sr,132.18,1.764
Cr Cu Y,119.942,1.012
Cr Cu Mo,124.579,1.297
Ag Cr Cu,125.198,1.335
Cd Cr Cu,132.579,1.788
Cr Cu Sn,120.008,1.016
Cr Cs Cu,141.027,2.307
Ba Cr Cu,128.229,1.521
Cr Cu Hf,137.576,2.095
Cr Cu W,136.763,2.045
Cr Cu Os,152.083,2.986
Cr Cu Ir,139.177,2.194
Au Cr Cu,126.247,1.4
Cr Cu Hg,144.917,2.546
Cr Cu Tl,145.929,2.608
Cr Cu Pb,125.69,1.365
Bi Cr Cu,125.882,1.377
Cr Rb Zn,156.014,3.228
Cr Sr Zn,136.852,2.051
Cr Y Zn,125.072,1.327
Cr Mo Zn,129.526,1.601
Ag Cr Zn,130.121,1.637
Cd Cr Zn,137.237,2.075
Cr In Zn,130.144,1.639
Cr Cs Zn,145.415,2.577
Ba Cr Zn,133.04,1.817
Cr Hf Zn,142.071,2.371
Cr Ta Zn,136.0,1.999
Cr W Zn,141.283,2.323
Cr Os Zn,156.161,3.237
Cr Ir Zn,143.622,2.467
Cr Pt Zn,134.95,1.934
Cr Hg Zn,149.19,2.809
Cr Tl Zn,150.174,2.869
Cr Pb Zn,130.594,1.667
Bi Cr Zn,130.779,1.678
Cr Ga Rb,163.654,3.697
Cr Ga Sr,145.502,2.582
Cr Ga Mo,138.633,2.16
Ag Cr Ga,139.189,2.194
Cd Cr Ga,145.864,2.604
Cr Ga In,139.211,2.196
Cr Ga Sn,134.54,1.909
Cr Cs Ga,153.583,3.079
Ba Cr Ga,141.923,2.362
Cr Ga Ta,144.701,2.533
Cr Ga W,149.677,2.839
Cr Ga Os,163.794,3.706
Cr Ga Ir,151.887,2.974
Au Cr Ga,140.134,2.253
Cr Ga Hg,157.163,3.298
Cr Ga Tl,158.096,3.356
Cr Ga Pb,139.632,2.222
Bi Cr Ga,139.805,2.232
Cr Rb Sr,167.089,3.908
Cr Rb Y,157.586,3.324
Cr Rb Zr,158.638,3.389
Cr Nb Rb,164.529,3.751
Cr Mo Rb,161.143,3.543
Ag Cr Rb,161.622,3.572
Cd Cr Rb,167.405,3.928
Cr In Rb,161.641,3.574
Cr Rb Sn,157.636,3.328
Cr Cs Rb,174.172,4.343
Ba Cr Rb,163.982,3.717
Cr Hf Rb,171.39,4.172
Cr Rb Ta,166.392,3.865
Cr Rb W,170.737,4.132
Cr Os Rb,183.239,4.9
Cr Ir Rb,172.677,4.251
Cr Pt Rb,165.535,3.813
Au Cr Rb,162.437,3.622
Cr Hg Rb,177.336,4.538
Cr Rb Tl,178.164,4.588
Cr Pb Rb,162.003,3.596
Bi Cr Rb,162.152,3.605
Cr Sr Y,138.641,2.161
Cr Sr Zr,139.836,2.234
Cr Nb Sr,146.486,2.643
Cr Mo Sr,142.672,2.408
Ag Cr Sr,143.213,2.442
Cd Cr Sr,149.708,2.841
Cr In Sr,143.234,2.443
Cr Sn Sr,138.698,2.164
Cr Cs Sr,157.238,3.303
Ba Cr Sr,145.87,2.605
Cr Hf Sr,154.151,3.114
Cr Sr Ta,148.575,2.771
Cr Sr W,153.425,3.069
Cr Os Sr,167.227,3.917
Cr Ir Sr,155.582,3.201
Cr Pt Sr,147.614,2.712
Au Cr Sr,144.131,2.498
Cr Hg Sr,160.737,3.518
Cr Sr Tl,161.65,3.574
Cr Pb Sr,143.643,2.468
Bi Cr Sr,143.811,2.478
Cr Y Zr,128.331,1.527
Cr Mo Y,131.415,1.717
Ag Cr Y,132.001,1.753
Cd Cr Y,139.022,2.184
Cr Cs Y,147.1,2.68
Ba Cr Y,134.88,1.93
Cr Hf Y,143.796,2.477
Cr Ta Y,137.801,2.109
Cr W Y,143.017,2.43
Cr Os Y,157.732,3.333
Cr Ir Y,145.328,2.572
Cr Pt Y,136.764,2.046
Au Cr Y,132.997,1.814
Cr Hg Y,150.834,2.91
Cr Tl Y,151.806,2.969
Cr Pb Y,132.468,1.782
Bi Cr Y,132.65,1.793
Ag Cr Zr,133.256,1.83
Cd Cr Zr,140.214,2.257
Cr Cs Zr,148.227,2.75
Ba Cr Zr,136.108,2.005
Cr Hf Zr,144.948,2.548
Cr Os Zr,158.783,3.398
Cr Ir Zr,146.469,2.642
Cr Pt Zr,137.976,2.12
Au Cr Zr,134.243,1.891
Cr Hg Zr,151.933,2.977
Cr Tl Zr,152.899,3.037
Cr Pb Zr,133.718,1.858
Cr In Nb,140.239,2.259
Cr Nb Sn,135.604,1.974
Cr Cs Nb,154.516,3.136
Ba Cr Nb,142.931,2.424
Cr Hg Nb,158.074,3.354
Cr Nb Tl,159.003,3.412
Cr Nb Pb,140.657,2.285
Bi Cr Nb,140.829,2.295
Ag Cr Mo,136.229,2.013
Cd Cr Mo,143.042,2.431
Cr In Mo,136.251,2.014
Cr Mo Sn,131.475,1.721
Cr Cs Mo,150.905,2.914
Ba Cr Mo,139.02,2.184
Cr Hf Mo,147.686,2.716
Cr Mo Os,161.286,3.552
Cr Ir Mo,149.178,2.808
Cr Mo Pt,140.849,2.296
Au Cr Mo,137.194,2.072
Cr Hg Mo,154.547,3.138
Cr Mo Tl,155.496,3.196
Cr Mo Pb,136.681,2.04
Bi Cr Mo,136.858,2.051
Ag Cd Cr,143.581,2.464
Ag Cr In,136.817,2.049
Ag Cr Sn,132.061,1.757
Ag Cr Cs,151.416,2.946
Ag Ba Cr,139.575,2.218
Ag Cr Hf,148.208,2.748
Ag Cr Ta,142.399,2.392
Ag Cr W,147.453,2.702
Ag Cr Os,161.764,3.581
Ag Cr Ir,149.695,2.84
Ag Cr Pt,141.396,2.33
Ag Au Cr,137.756,2.106
Ag Cr Hg,155.046,3.168
Ag Cr Tl,155.992,3.227
Ag Cr Pb,137.245,2.075
Ag Bi Cr,137.421,2.086
Cd Cr In,143.602,2.466
Cd Cr Sn,139.079,2.188
Cd Cr Cs,157.574,3.324
Ba Cd Cr,146.232,2.627
Cd Cr Hf,154.494,3.135
Cd Cr Ta,148.93,2.793
Cd Cr W,153.769,3.09
Cd Cr Os,167.542,3.936
Cd Cr Ir,155.921,3.222
Cd Cr Pt,147.972,2.734
Au Cd Cr,144.497,2.521
Cd Cr Hg,161.065,3.538
Cd Cr Tl,161.976,3.594
Cd Cr Pb,144.01,2.491
Bi Cd Cr,144.178,2.501
Cr In Sn,132.084,1.758
Cr Cs In,151.436,2.947
Ba Cr In,139.596,2.219
Cr In Ta,142.42,2.393
Cr In W,147.473,2.703
Cr In Os,161.783,3.582
Cr In Ir,149.715,2.841
Au Cr In,137.778,2.108
Cr Hg In,155.065,3.17
Cr In Tl,156.011,3.228
Cr In Pb,137.267,2.076
Bi Cr In,137.443,2.087
Cr Cs Sn,147.154,2.684
Ba Cr Sn,134.939,1.933
Cr Hf Sn,143.851,2.481
Cr Sn Ta,137.858,2.113
Cr Sn W,143.073,2.433
Cr Os Sn,157.782,3.337
Cr Hg Sn,150.886,2.913
Cr Sn Tl,151.858,2.973
Cr Pb Sn,132.528,1.785
Bi Cr Sn,132.71,1.796
Ba Cr Cs,153.932,3.1
Cr Cs Hf,161.801,3.583
Cr Cs Ta,156.498,3.258
Cr Cs W,161.11,3.541
Cr Cs Os,174.304,4.351
Cr Cs Ir,163.165,3.667
Cr Cs Pt,155.586,3.202
Au Cr Cs,152.285,2.999
Cr Cs Hg,168.087,3.97
Cr Cs Tl,168.96,4.023
Cr Cs Pb,151.823,2.971
Bi Cr Cs,151.982,2.98
Ba Cr Hf,150.778,2.906
Ba Cr Ta,145.072,2.556
Ba Cr W,150.035,2.861
Ba Cr Os,164.122,3.726
Ba Cr Ir,152.24,2.996
Ba Cr Pt,144.088,2.495
Au Ba Cr,140.517,2.276
Ba Cr Hg,157.504,3.319
Ba Cr Tl,158.436,3.377
Ba Cr Pb,140.016,2.245
Ba Bi Cr,140.189,2.256
Cr Hf Ta,153.396,3.067
Cr Hf W,158.099,3.356
Cr Hf Os,171.524,4.181
Cr Hf Ir,160.192,3.485
Cr Hf Pt,152.466,3.01
Au Cr Hf,149.096,2.803
Cr Hf Hg,165.203,3.792
Cr Hf Tl,166.091,3.847
Cr Hf Pb,148.624,2.774
Bi Cr Hf,148.786,2.784
Cr Ta W,152.667,3.022
Cr Os Ta,166.531,3.874
Cr Ir Ta,154.833,3.155
Cr Pt Ta,146.825,2.664
Au Cr Ta,143.323,2.448
Cr Hg Ta,160.012,3.474
Cr Ta Tl,160.929,3.53
Cr Pb Ta,142.832,2.418
Bi Cr Ta,143.001,2.429
Cr Os W,170.872,4.141
Cr Ir W,159.493,3.442
Cr Pt W,151.732,2.965
Au Cr W,148.345,2.757
Cr Hg W,164.526,3.751
Cr Tl W,165.418,3.806
Cr Pb W,147.871,2.728
Bi Cr W,148.034,2.738
Cr Ir Os,172.811,4.26
Cr Os Pt,165.674,3.821
Au Cr Os,162.578,3.631
Cr Hg Os,177.466,4.546
Cr Os Tl,178.293,4.596
Cr Os Pb,162.145,3.605
Bi Cr Os,162.294,3.614
Cr Ir Pt,153.912,3.099
Au Cr Ir,150.574,2.894
Cr Hg Ir,166.538,3.874
Cr Ir Tl,167.42,3.929
Cr Ir Pb,150.107,2.865
Bi Cr Ir,150.268,2.875
Au Cr Pt,142.327,2.387
Cr Hg Pt,159.121,3.419
Cr Pt Tl,160.043,3.475
Cr Pb Pt,141.832,2.357
Bi Cr Pt,142.002,2.367
Au Cr Hg,155.895,3.221
Au Cr Tl,156.836,3.278
Au Cr Pb,138.203,2.134
Au Bi Cr,138.378,2.145
Cr Hg Tl,172.221,4.223
Cr Hg Pb,155.443,3.193
Bi Cr Hg,155.599,3.202
Cr Pb Tl,156.387,3.251
Bi Cr Tl,156.542,3.26
Bi Cr Pb,137.869,2.113
Co Fe Mn,114.668,0.688
Cu Fe Mn,110.506,0.433
Fe Mn Zn,116.054,0.773
Fe Mn Rb,150.528,2.891
Fe Mn Sr,130.564,1.665
Fe Mn Mo,122.863,1.192
Ag Fe Mn,123.49,1.23
Cd Fe Mn,130.968,1.689
Cs Fe Mn,139.513,2.214
Ba Fe Mn,126.563,1.419
Fe Hf Mn,136.025,2.0
Fe Mn W,135.201,1.95
Fe Mn Os,150.681,2.9
Fe Ir Mn,137.643,2.1
Au Fe Mn,124.555,1.296
Fe Hg Mn,143.444,2.456
Fe Mn Tl,144.467,2.519
Fe Mn Pb,123.989,1.261
Bi Fe Mn,124.184,1.273
Co Cu Mn,115.715,0.753
Co Mn Rb,154.393,3.128
Co Mn Sr,135.001,1.937
Co Mn Nb,131.82,1.742
Ag Co Mn,128.173,1.518
Cd Co Mn,135.392,1.961
Co Cs Mn,143.674,2.47
Ba Co Mn,131.135,1.7
Co Hf Mn,140.289,2.262
Co Mn Ta,134.138,1.884
Co Mn W,139.491,2.213
Co Mn Os,154.542,3.137
Co Ir Mn,141.859,2.358
Au Co Mn,129.198,1.581
Co Hg Mn,147.494,2.705
Co Mn Tl,148.489,2.766
Co Mn Pb,128.653,1.547
Bi Co Mn,128.841,1.559
Cu Mn Ni,111.979,0.523
Mn Ni Rb,151.613,2.958
Mn Ni Sr,131.813,1.741
Mn Nb Ni,128.553,1.541
Mn Mo Ni,124.189,1.273
Ag Mn Ni,124.81,1.311
Cd Mn Ni,132.213,1.766
Cs Mn Ni,140.683,2.286
Ba Mn Ni,127.851,1.498
Hf Mn Ni,137.224,2.074
Mn Ni Ta,130.929,1.687
Mn Ni W,136.408,2.024
Mn Ni Os,151.764,2.967
Ir Mn Ni,138.829,2.172
Au Mn Ni,125.863,1.376
Hg Mn Ni,144.582,2.526
Mn Ni Tl,145.596,2.588
Mn Ni Pb,125.303,1.342
Cu Mn Rb,151.327,2.94
Cu Mn Sr,131.484,1.721
Cu Mn Y,119.174,0.965
Cu Mn Nb,128.216,1.52
Cu Mn Mo,123.84,1.252
Ag Cu Mn,124.463,1.29
Cd Cu Mn,131.885,1.746
Cs Cu Mn,140.375,2.267
Ba Cu Mn,127.512,1.477
Cu Hf Mn,136.908,2.054
Cu Mn Ta,130.597,1.667
Cu Mn W,136.09,2.004
Cu Mn Os,151.479,2.949
Cu Ir Mn,138.516,2.153
Cu Hg Mn,144.282,2.507
Cu Mn Tl,145.299,2.57
Cu Mn Pb,124.958,1.32
Mn Rb Zn,155.424,3.192
Mn Sr Zn,136.18,2.01
Mn Y Zn,124.336,1.282
Mn Nb Zn,133.027,1.816
Mn Mo Zn,128.815,1.557
Cd Mn Zn,136.567,2.033
In Mn Zn,129.437,1.595
Mn Sn Zn,124.4,1.286
Cs Mn Zn,144.782,2.538
Ba Mn Zn,132.349,1.774
Hf Mn Zn,141.424,2.332
Mn Ta Zn,135.324,1.957
Mn W Zn,140.632,2.283
Mn Os Zn,155.572,3.201
Ir Mn Zn,142.982,2.427
Au Mn Zn,130.429,1.656
Hg Mn Zn,148.574,2.771
Mn Tl Zn,149.561,2.832
Mn Pb Zn,129.89,1.623
Ga Mn Rb,163.092,3.663
Ga Mn Sr,144.87,2.543
Ga Mn Mo,137.97,2.12
Ag Ga Mn,138.529,2.154
Cd Ga Mn,145.234,2.566
Ga In Mn,138.551,2.155
Ga Mn Sn,133.857,1.867
Cs Ga Mn,152.985,3.042
Ba Ga Mn,141.275,2.323
Ga Mn Ta,144.066,2.494
Ga Mn W,149.063,2.801
Au Ga Mn,139.478,2.212
Ga Hg Mn,156.578,3.263
Ga Mn Tl,157.515,3.32
Ga Mn Pb,138.974,2.181
Bi Ga Mn,139.147,2.192
Mn Rb Sr,166.539,3.874
Mn Rb Y,157.002,3.289
Mn Rb Zr,158.059,3.354
Mn Nb Rb,163.971,3.717
Mn Mo Rb,160.573,3.508
Ag Mn Rb,161.053,3.537
Cd Mn Rb,166.856,3.894
In Mn Rb,161.072,3.539
Mn Rb Sn,157.053,3.292
Cs Mn Rb,173.644,4.311
Ba Mn Rb,163.421,3.683
Hf Mn Rb,170.854,4.139
Mn Rb Ta,165.84,3.831
Mn Rb W,170.199,4.099
Mn Os Rb,182.738,4.869
Ir Mn Rb,172.145,4.219
Mn Pt Rb,164.98,3.779
Au Mn Rb,161.871,3.588
Hg Mn Rb,176.818,4.506
Mn Rb Tl,177.648,4.557
Mn Pb Rb,161.436,3.561
Mn Sr Y,137.978,2.12
Mn Sr Zr,139.179,2.194
Mn Nb Sr,145.858,2.604
Mn Mo Sr,142.028,2.369
Ag Mn Sr,142.571,2.402
Cd Mn Sr,149.094,2.803
In Mn Sr,142.592,2.403
Cs Mn Sr,156.654,3.267
Ba Mn Sr,145.24,2.566
Hf Mn Sr,153.555,3.077
Mn Sr Ta,147.956,2.733
Mn Sr W,152.826,3.032
Mn Os Sr,166.677,3.883
Ir Mn Sr,154.991,3.165
Mn Pt Sr,146.991,2.674
Au Mn Sr,143.493,2.459
Hg Mn Sr,160.165,3.483
Mn Sr Tl,161.081,3.539
Mn Pb Sr,143.003,2.429
Mn Y Zr,127.614,1.483
Mn Nb Y,134.867,1.929
Mn Mo Y,130.715,1.674
Ag Mn Y,131.305,1.71
Cd Mn Y,138.36,2.144
Cs Mn Y,146.475,2.642
Ba Mn Y,134.198,1.888
Hf Mn Y,143.156,2.438
Mn Ta Y,137.134,2.068
Mn W Y,142.374,2.39
Mn Os Y,157.149,3.298
Ir Mn Y,144.695,2.533
Mn Pt Y,136.092,2.004
Hg Mn Y,150.224,2.872
Mn Tl Y,151.201,2.932
Mn Pb Y,131.774,1.739
Bi Mn Y,131.957,1.75
Mn Nb Zr,136.096,2.004
Mn Mo Zr,131.982,1.752
Ag Mn Zr,132.566,1.788
Cd Mn Zr,139.558,2.217
Cs Mn Zr,147.607,2.712
Ba Mn Zr,135.433,1.964
Mn Ta Zr,138.342,2.142
Mn W Zr,143.538,2.462
Mn Os Zr,158.204,3.362
Ir Mn Zr,145.841,2.603
Mn Pt Zr,137.309,2.079
Au Mn Zr,133.558,1.849
Hg Mn Zr,151.328,2.94
Bi Mn Zr,133.212,1.827
Mn Mo Nb,139.007,2.183
Ag Mn Nb,139.562,2.217
Cd Mn Nb,146.22,2.626
In Mn Nb,139.584,2.219
Mn Nb Sn,134.926,1.933
Cs Mn Nb,153.921,3.099
Ba Mn Nb,142.288,2.385
Hf Mn Nb,150.766,2.906
Mn Nb Ta,145.06,2.555
Mn Nb W,150.024,2.86
Mn Nb Os,164.111,3.725
Ir Mn Nb,152.228,2.995
Mn Nb Pt,144.075,2.495
Au Mn Nb,140.505,2.275
Hg Mn Nb,157.493,3.319
Mn Nb Tl,158.425,3.376
Mn Nb Pb,140.004,2.244
Bi Mn Nb,140.176,2.255
Ag Mn Mo,135.554,1.971
Cd Mn Mo,142.399,2.392
In Mn Mo,135.576,1.973
Mn Mo Sn,130.775,1.678
Cs Mn Mo,150.296,2.877
Ba Mn Mo,138.359,2.143
Hf Mn Mo,147.063,2.678
Mn Mo Ta,141.207,2.318
Mn Mo W,146.302,2.631
Mn Mo Os,160.716,3.517
Ir Mn Mo,148.562,2.77
Mn Mo Pt,140.196,2.256
Au Mn Mo,136.524,2.031
Hg Mn Mo,153.952,3.101
Mn Mo Tl,154.905,3.16
Mn Mo Pb,136.008,1.999
Bi Mn Mo,136.186,2.01
Ag Cd Mn,142.941,2.425
Ag In Mn,136.145,2.007
Ag Cs Mn,150.809,2.908
Ag Ba Mn,138.916,2.178
Ag Hf Mn,147.588,2.71
Ag Mn Ta,141.753,2.352
Ag Mn W,146.829,2.664
Ag Mn Os,161.196,3.546
Ag Ir Mn,149.081,2.802
Ag Mn Pt,140.746,2.29
Ag Hg Mn,154.453,3.132
Ag Mn Tl,155.403,3.19
Ag Mn Pb,136.575,2.034
Ag Bi Mn,136.752,2.045
Cd In Mn,142.962,2.426
Cd Mn Sn,138.418,2.147
Cd Cs Mn,156.991,3.288
Ba Cd Mn,145.603,2.588
Cd Hf Mn,153.899,3.098
Cd Mn Ta,148.313,2.755
Cd Mn W,153.172,3.053
Cd Mn Os,166.994,3.902
Cd Ir Mn,155.331,3.186
Cd Mn Pt,147.35,2.696
Au Cd Mn,143.861,2.481
Cd Hg Mn,160.494,3.503
Cd Mn Tl,161.409,3.559
Cd Mn Pb,143.372,2.451
Bi Cd Mn,143.54,2.462
In Mn Sn,131.388,1.715
Cs In Mn,150.829,2.909
Ba In Mn,138.938,2.179
Hf In Mn,147.608,2.712
In Mn Ta,141.775,2.353
In Mn W,146.85,2.665
Au In Mn,137.11,2.067
Hg In Mn,154.473,3.133
In Mn Tl,155.422,3.192
In Mn Pb,136.597,2.035
Bi In Mn,136.774,2.046
Cs Mn Sn,146.529,2.645
Mn Sn Ta,137.191,2.072
Hg Mn Sn,150.277,2.876
Mn Sn Tl,151.253,2.935
Mn Pb Sn,131.834,1.743
Bi Mn Sn,132.017,1.754
Ba Cs Mn,153.335,3.063
Cs Hf Mn,161.233,3.549
Cs Mn Ta,155.911,3.222
Cs Mn W,160.539,3.506
Cs Mn Os,173.776,4.319
Cs Ir Mn,162.601,3.633
Cs Mn Pt,154.995,3.165
Au Cs Mn,151.682,2.962
Cs Hg Mn,167.54,3.936
Cs Mn Tl,168.417,3.99
Cs Mn Pb,151.218,2.933
Ba Hf Mn,150.168,2.869
Ba Mn Ta,144.438,2.517
Ba Mn W,149.423,2.823
Ba Mn Os,163.562,3.692
Ba Ir Mn,151.636,2.959
Ba Mn Pt,143.449,2.456
Au Ba Mn,139.863,2.236
Ba Hg Mn,156.92,3.284
Ba Mn Tl,157.856,3.341
Ba Mn Pb,139.359,2.205
Hf Mn Ta,152.797,3.03
Hf Mn W,157.517,3.32
Hf Mn Os,170.988,4.148
Hf Ir Mn,159.618,3.449
Hf Mn Pt,151.863,2.973
Au Hf Mn,148.479,2.765
Hf Hg Mn,164.647,3.758
Hf Mn Tl,165.538,3.813
Hf Mn Pb,148.005,2.736
Bi Hf Mn,148.168,2.746
Mn Ta W,152.064,2.985
Mn Os Ta,165.979,3.84
Ir Mn Ta,154.24,3.119
Mn Pt Ta,146.199,2.625
Au Mn Ta,142.681,2.409
Hg Mn Ta,159.438,3.438
Mn Ta Tl,160.358,3.495
Mn Pb Ta,142.188,2.379
Bi Mn Ta,142.358,2.389
Mn Os W,170.334,4.108
Ir Mn W,158.917,3.406
Mn Pt W,151.126,2.928
Au Mn W,147.725,2.719
Hg Mn W,163.967,3.716
Mn Tl W,164.862,3.771
Mn Pb W,147.249,2.69
Bi Mn W,147.413,2.7
Ir Mn Os,172.279,4.227
Mn Os Pt,165.119,3.787
Au Mn Os,162.013,3.596
Hg Mn Os,176.948,4.514
Mn Os Tl,177.778,4.565
Mn Os Pb,161.578,3.57
Bi Mn Os,161.728,3.579
Ir Mn Pt,153.314,3.062
Au Ir Mn,149.964,2.856
Hg Ir Mn,165.987,3.84
Ir Mn Tl,166.871,3.895
Ir Mn Pb,149.494,2.827
Bi Ir Mn,149.656,2.837
Hg Mn Pt,158.543,3.383
Mn Pt Tl,159.468,3.44
Mn Pb Pt,141.184,2.317
Au Mn Tl,156.25,3.242
Au Mn Pb,137.538,2.093
Au Bi Mn,137.713,2.104
Hg Mn Tl,171.687,4.191
Hg Mn Pb,154.852,3.157
Bi Hg Mn,155.008,3.166
Mn Pb Tl,155.799,3.215
Bi Mn Tl,155.954,3.224
Bi Mn Pb,137.202,2.072
Co Cu Fe,107.496,0.248
Co Fe Zn,113.191,0.598
Co Fe Rb,148.332,2.756
Co Fe Sr,128.026,1.509
Co Fe Mo,120.163,1.026
Ag Co Fe,120.804,1.065
Cd Co Fe,128.438,1.534
Co Cs Fe,137.141,2.069
Ba Co Fe,123.943,1.258
Co Fe Hf,133.591,1.851
Co Fe Ta,127.116,1.453
Co Fe W,132.752,1.799
Co Fe Os,148.487,2.766
Co Fe Ir,135.239,1.952
Co Fe Pt,125.991,1.384
Co Fe Hg,141.139,2.314
Co Fe Tl,142.177,2.378
Co Fe Pb,121.314,1.096
Bi Co Fe,121.513,1.109
Fe Ni Rb,145.437,2.578
Fe Ni Sr,124.66,1.302
Fe Nb Ni,121.208,1.09
Fe Mo Ni,116.57,0.805
Ag Fe Ni,117.231,0.846
Cd Fe Ni,125.083,1.328
Cs Fe Ni,134.004,1.876
Ba Fe Ni,120.463,1.044
Fe Hf Ni,130.368,1.653
Fe Ni W,129.509,1.6
Fe Ni Os,145.595,2.588
Fe Ir Ni,132.056,1.756
Au Fe Ni,118.351,0.914
Fe Hg Ni,138.092,2.127
Fe Ni Tl,139.154,2.192
Fe Ni Pb,117.756,0.878
Bi Fe Ni,117.961,0.891
Cu Fe Zn,108.972,0.338
Cu Fe Rb,145.139,2.56
Cu Fe Sr,124.312,1.281
Cu Fe Zr,112.698,0.567
Cu Fe Nb,120.85,1.068
Cu Fe Mo,116.198,0.782
Ag Cu Fe,116.861,0.823
Cd Cu Fe,124.736,1.307
Cu Fe In,116.886,0.825
Cs Cu Fe,133.681,1.856
Ba Cu Fe,120.103,1.022
Cu Fe Hf,130.035,1.632
Cu Fe Ta,123.374,1.223
Cu Fe W,129.174,1.579
Cu Fe Os,145.297,2.57
Cu Fe Ir,131.728,1.736
Cu Fe Hg,137.778,2.108
Cu Fe Tl,138.842,2.173
Cu Fe Pb,117.388,0.855
Bi Cu Fe,117.593,0.868
Fe Ga Zn,124.797,1.31
Fe Rb Zn,149.406,2.822
Fe Sr Zn,129.269,1.585
Fe Y Zn,116.726,0.815
Fe Mo Zn,121.486,1.107
Ag Fe Zn,122.12,1.146
Cd Fe Zn,129.677,1.61
Fe In Zn,122.145,1.148
Fe Sn Zn,116.794,0.819
Cs Fe Zn,138.302,2.14
Ba Fe Zn,125.226,1.337
Fe Hf Zn,134.782,1.924
Fe Ta Zn,128.367,1.53
Fe W Zn,133.951,1.873
Fe Os Zn,149.56,2.831
Fe Ir Zn,136.415,2.024
Au Fe Zn,123.196,1.212
Fe Hg Zn,142.267,2.383
Fe Tl Zn,143.297,2.447
Fe Pb Zn,122.624,1.177
Bi Fe Zn,122.821,1.189
Fe Ga Rb,157.368,3.311
Fe Ga Sr,138.393,2.146
Fe Ga Mo,131.153,1.701
Ag Fe Ga,131.741,1.737
Cd Fe Ga,138.775,2.169
Fe Ga In,131.764,1.738
Fe Ga Sn,126.819,1.435
Cs Fe Ga,146.866,2.666
Ba Fe Ga,134.625,1.914
Fe Ga W,142.777,2.415
Au Fe Ga,132.739,1.798
Fe Ga Hg,150.606,2.896
Fe Ga Tl,151.58,2.956
Fe Ga Pb,132.209,1.766
Bi Fe Ga,132.391,1.777
Fe Rb Sr,160.937,3.53
Fe Rb Y,151.047,2.923
Fe Rb Zr,152.145,2.99
Fe Nb Rb,158.278,3.367
Fe Mo Rb,154.755,3.151
Ag Fe Rb,155.253,3.181
Cd Fe Rb,161.265,3.55
Fe In Rb,155.273,3.182
Fe Rb Sn,151.099,2.926
Cs Fe Rb,168.279,3.981
Ba Fe Rb,157.708,3.332
Fe Hf Rb,165.398,3.804
Fe Rb Ta,160.214,3.486
Fe Rb W,164.722,3.763
Fe Os Rb,177.647,4.557
Fe Ir Rb,166.732,3.886
Fe Pt Rb,159.323,3.431
Au Fe Rb,156.101,3.233
Fe Hg Rb,171.552,4.182
Fe Rb Tl,172.408,4.235
Fe Pb Rb,155.65,3.206
Bi Fe Rb,155.805,3.215
Fe Sr Y,131.162,1.701
Fe Sr Zr,132.424,1.779
Fe Nb Sr,139.428,2.209
Fe Mo Sr,135.415,1.963
Ag Fe Sr,135.985,1.998
Cd Fe Sr,142.809,2.417
Fe In Sr,136.007,1.999
Fe Sn Sr,131.222,1.705
Cs Fe Sr,150.685,2.901
Ba Fe Sr,138.781,2.169
Fe Hf Sr,147.461,2.703
Fe Sr Ta,141.621,2.344
Fe Sr W,146.702,2.656
Fe Os Sr,161.08,3.539
Fe Ir Sr,148.955,2.794
Fe Pt Sr,140.613,2.282
Au Fe Sr,136.952,2.057
Fe Hg Sr,154.332,3.125
Fe Sr Tl,155.282,3.183
Fe Pb Sr,136.438,2.025
Bi Fe Sr,136.615,2.036
Fe Nb Y,127.885,1.5
Ag Fe Y,124.122,1.269
Cd Fe Y,131.564,1.726
Fe In Y,124.147,1.27
Cs Fe Y,140.073,2.249
Ba Fe Y,127.18,1.457
Fe Hf Y,136.599,2.035
Fe Ta Y,130.273,1.647
Fe Os Y,151.199,2.932
Fe Ir Y,138.211,2.134
Fe Pt Y,129.176,1.579
Au Fe Y,125.181,1.334
Fe Hg Y,143.989,2.489
Fe Tl Y,145.007,2.552
Fe Pb Y,124.618,1.299
Bi Fe Y,124.812,1.311
Ag Fe Zr,125.456,1.351
Cd Fe Zr,132.823,1.803
Fe In Zr,125.48,1.352
Cs Fe Zr,141.256,2.321
Ba Fe Zr,128.481,1.537
Fe W Zr,136.999,2.06
Fe Os Zr,152.296,3.0
Fe Ir Zr,139.409,2.208
Fe Pt Zr,130.458,1.658
Au Fe Zr,126.503,1.415
Fe Hg Zr,145.14,2.56
Fe Tl Zr,146.15,2.622
Bi Fe Zr,126.138,1.393
Fe Mo Nb,132.244,1.768
Ag Fe Nb,132.827,1.804
Cd Fe Nb,139.806,2.232
Fe In Nb,132.85,1.805
Cs Fe Nb,147.842,2.726
Ba Fe Nb,135.688,1.979
Fe Hf Nb,144.554,2.524
Fe Nb Ta,138.592,2.158
Fe Nb W,143.78,2.476
Fe Nb Os,158.423,3.376
Fe Ir Nb,146.078,2.618
Fe Hg Nb,151.557,2.954
